Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
TPR_12	PF13424.9	CL0020	205	281	207	281	3	77	48.31	1.0e-12	5.1e-16	Tetratricopeptide repeat
TPR_12	PF13424.9	CL0020	247	323	247	323	1	77	75.54	3.2e-21	1.6e-24	Tetratricopeptide repeat
TPR_12	PF13424.9	CL0020	298	365	298	365	10	77	56.56	2.7e-15	1.4e-18	Tetratricopeptide repeat
TPR_12	PF13424.9	CL0020	331	402	335	402	5	72	58.58	6.2e-16	3.2e-19	Tetratricopeptide repeat
TPR_10	PF13374.9	CL0020	206	247	207	247	2	42	22.50	8.0e-05	4.1e-08	Tetratricopeptide repeat
TPR_10	PF13374.9	CL0020	248	289	248	288	1	41	44.51	9.5e-12	4.9e-15	Tetratricopeptide repeat
TPR_10	PF13374.9	CL0020	290	331	290	331	1	42	59.21	2.3e-16	1.2e-19	Tetratricopeptide repeat
TPR_10	PF13374.9	CL0020	332	373	333	372	2	41	24.15	2.4e-05	1.2e-08	Tetratricopeptide repeat
TPR_10	PF13374.9	CL0020	374	404	374	402	1	29	24.56	1.8e-05	9.1e-09	Tetratricopeptide repeat
TPR_7	PF13176.9	CL0020	293	328	293	326	1	34	26.60	4.0e-06	2.0e-09	Tetratricopeptide repeat
TPR_7	PF13176.9	CL0020	335	375	336	366	2	32	18.31	0.0018	9.0e-07	Tetratricopeptide repeat
TPR_7	PF13176.9	CL0020	379	409	379	406	3	32	22.67	7.1e-05	3.6e-08	Tetratricopeptide repeat
TPR_1	PF00515.31	CL0020	291	324	291	322	1	32	30.54	2.2e-07	1.1e-10	Tetratricopeptide repeat
TPR_8	PF13181.9	CL0020	291	324	293	323	3	33	16.27	0.009	4.6e-06	Tetratricopeptide repeat
TPR_8	PF13181.9	CL0020	375	402	376	401	2	27	13.47	0.071	3.6e-05	Tetratricopeptide repeat
TPR_MalT	PF17874.4	CL0020	184	404	205	402	78	267	43.07	3.7e-11	1.9e-14	MalT-like TPR region
