Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
Spectrin	PF00435.24	-	302	412	303	411	2	104	54.98	1.0e-14	2.7e-18	Spectrin repeat
Spectrin	PF00435.24	-	422	526	423	525	2	104	68.21	8.0e-19	2.0e-22	Spectrin repeat
Spectrin	PF00435.24	-	528	636	530	636	3	105	84.52	6.7e-24	1.7e-27	Spectrin repeat
Spectrin	PF00435.24	-	638	742	639	742	2	105	94.94	3.8e-27	9.8e-31	Spectrin repeat
Spectrin	PF00435.24	-	744	847	745	847	2	105	81.55	5.7e-23	1.4e-26	Spectrin repeat
Spectrin	PF00435.24	-	849	953	850	952	2	104	76.45	2.2e-21	5.6e-25	Spectrin repeat
Spectrin	PF00435.24	-	955	1060	957	1060	3	105	68.80	5.2e-19	1.3e-22	Spectrin repeat
Spectrin	PF00435.24	-	1062	1167	1063	1166	2	104	66.43	2.8e-18	7.2e-22	Spectrin repeat
Spectrin	PF00435.24	-	1169	1272	1170	1258	2	90	40.52	3.3e-10	8.4e-14	Spectrin repeat
Spectrin	PF00435.24	-	1275	1378	1276	1376	2	103	60.87	1.5e-16	3.9e-20	Spectrin repeat
Spectrin	PF00435.24	-	1380	1483	1381	1482	2	104	60.65	1.8e-16	4.6e-20	Spectrin repeat
Spectrin	PF00435.24	-	1485	1590	1486	1590	2	105	73.63	1.6e-20	4.2e-24	Spectrin repeat
Spectrin	PF00435.24	-	1592	1696	1592	1696	1	105	68.09	8.7e-19	2.2e-22	Spectrin repeat
Spectrin	PF00435.24	-	1698	1803	1698	1801	1	103	77.54	1.0e-21	2.5e-25	Spectrin repeat
Spectrin	PF00435.24	-	1805	1909	1805	1907	1	103	66.90	2.0e-18	5.2e-22	Spectrin repeat
Spectrin	PF00435.24	-	1912	2015	1914	2014	4	104	68.74	5.5e-19	1.4e-22	Spectrin repeat
Spectrin	PF00435.24	-	2017	2100	2018	2097	2	80	44.21	2.3e-11	5.9e-15	Spectrin repeat
CH	PF00307.34	CL0188	54	159	55	158	2	108	82.65	2.2e-23	5.5e-27	Calponin homology (CH) domain
CH	PF00307.34	CL0188	173	279	174	278	2	108	90.00	1.1e-25	2.9e-29	Calponin homology (CH) domain
PH_9	PF15410.9	CL0266	2199	2307	2201	2303	3	117	68.30	7.1e-19	1.8e-22	Pleckstrin homology domain
PH	PF00169.32	CL0266	2198	2307	2199	2306	2	104	60.57	1.9e-16	4.9e-20	PH domain
CAMSAP_CH	PF11971.11	CL0188	183	260	191	257	9	82	28.66	9.5e-07	2.4e-10	CAMSAP CH domain
