Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
fn3	PF00041.24	CL0159	609	692	617	688	9	80	45.72	6.7e-12	2.4e-15	Fibronectin type III domain
fn3	PF00041.24	CL0159	723	801	727	798	7	81	47.32	2.1e-12	7.5e-16	Fibronectin type III domain
fn3	PF00041.24	CL0159	812	891	812	888	1	81	65.16	5.8e-18	2.1e-21	Fibronectin type III domain
fn3	PF00041.24	CL0159	908	988	908	985	1	81	54.75	1.0e-14	3.6e-18	Fibronectin type III domain
fn3	PF00041.24	CL0159	998	1078	998	1075	1	82	56.37	3.2e-15	1.1e-18	Fibronectin type III domain
fn3	PF00041.24	CL0159	1093	1163	1096	1159	9	79	27.06	4.5e-06	1.6e-09	Fibronectin type III domain
fn3	PF00041.24	CL0159	1175	1258	1175	1254	1	80	50.64	1.9e-13	6.9e-17	Fibronectin type III domain
fn3	PF00041.24	CL0159	1268	1350	1269	1349	2	84	45.54	7.6e-12	2.7e-15	Fibronectin type III domain
fn3	PF00041.24	CL0159	1359	1440	1359	1436	1	83	60.62	1.5e-16	5.4e-20	Fibronectin type III domain
fn3	PF00041.24	CL0159	1450	1530	1451	1528	2	82	59.54	3.3e-16	1.2e-19	Fibronectin type III domain
fn3	PF00041.24	CL0159	1540	1621	1541	1621	2	85	72.31	3.4e-20	1.2e-23	Fibronectin type III domain
fn3	PF00041.24	CL0159	1634	1714	1634	1713	1	83	61.56	7.6e-17	2.7e-20	Fibronectin type III domain
fn3	PF00041.24	CL0159	1724	1804	1725	1802	2	82	46.29	4.5e-12	1.6e-15	Fibronectin type III domain
fn3	PF00041.24	CL0159	1814	1894	1814	1889	1	79	59.89	2.5e-16	9.1e-20	Fibronectin type III domain
fn3	PF00041.24	CL0159	1906	1985	1906	1981	1	80	56.13	3.8e-15	1.3e-18	Fibronectin type III domain
fn3	PF00041.24	CL0159	1995	2075	1995	2073	1	82	64.00	1.3e-17	4.7e-21	Fibronectin type III domain
fn3	PF00041.24	CL0159	2201	2273	2209	2269	15	79	31.03	2.6e-07	9.2e-11	Fibronectin type III domain
fn1	PF00039.21	CL0451	52	87	52	87	1	40	35.19	1.1e-08	4.0e-12	Fibronectin type I domain
fn1	PF00039.21	CL0451	97	135	97	135	1	40	50.24	2.2e-13	7.9e-17	Fibronectin type I domain
fn1	PF00039.21	CL0451	141	179	141	179	1	40	45.85	5.2e-12	1.9e-15	Fibronectin type I domain
fn1	PF00039.21	CL0451	186	225	186	225	1	40	51.92	6.6e-14	2.4e-17	Fibronectin type I domain
fn1	PF00039.21	CL0451	231	270	231	270	1	40	54.60	9.6e-15	3.4e-18	Fibronectin type I domain
fn1	PF00039.21	CL0451	470	508	470	508	1	40	50.38	2.0e-13	7.2e-17	Fibronectin type I domain
fn1	PF00039.21	CL0451	518	555	524	555	9	40	43.42	3.0e-11	1.1e-14	Fibronectin type I domain
fn1	PF00039.21	CL0451	561	599	561	599	1	40	47.61	1.5e-12	5.2e-16	Fibronectin type I domain
fn1	PF00039.21	CL0451	2297	2336	2297	2336	1	40	48.68	6.8e-13	2.4e-16	Fibronectin type I domain
fn1	PF00039.21	CL0451	2342	2379	2342	2379	1	40	46.08	4.4e-12	1.6e-15	Fibronectin type I domain
fn1	PF00039.21	CL0451	2386	2421	2386	2421	1	40	32.10	1.0e-07	3.7e-11	Fibronectin type I domain
fn2	PF00040.22	CL0602	360	401	360	401	1	42	62.44	3.2e-17	1.1e-20	Fibronectin type II domain
fn2	PF00040.22	CL0602	420	461	420	461	1	42	60.65	1.2e-16	4.1e-20	Fibronectin type II domain
