Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
SH3_1	PF00018.31	CL0010	869	914	869	913	1	47	52.04	4.1e-14	8.4e-18	SH3 domain
SH3_1	PF00018.31	CL0010	944	991	944	991	1	48	45.69	4.0e-12	8.1e-16	SH3 domain
SH3_1	PF00018.31	CL0010	1047	1094	1047	1093	1	47	39.11	4.5e-10	9.2e-14	SH3 domain
SH3_9	PF14604.9	CL0010	870	918	870	918	1	49	40.38	2.3e-10	4.7e-14	Variant SH3 domain
SH3_9	PF14604.9	CL0010	945	995	945	995	1	49	35.62	7.0e-09	1.4e-12	Variant SH3 domain
SH3_9	PF14604.9	CL0010	1048	1098	1048	1098	1	49	48.44	7.0e-13	1.4e-16	Variant SH3 domain
SH3_2	PF07653.20	CL0010	867	920	868	919	2	56	51.76	5.8e-14	1.2e-17	Variant SH3 domain
SH3_2	PF07653.20	CL0010	943	997	947	996	6	56	23.07	5.3e-05	1.1e-08	Variant SH3 domain
SH3_2	PF07653.20	CL0010	1045	1100	1046	1098	2	55	22.14	0.0001	2.1e-08	Variant SH3 domain
Sorb	PF02208.19	-	70	114	70	114	1	45	93.64	4.0e-27	8.2e-31	Sorbin homologous domain
