Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
Filamin	PF00630.22	CL0159	278	371	280	371	3	103	55.15	1.1e-14	4.1e-18	Filamin/ABP280 repeat
Filamin	PF00630.22	CL0159	378	471	379	471	2	103	61.55	1.2e-16	4.2e-20	Filamin/ABP280 repeat
Filamin	PF00630.22	CL0159	477	567	478	567	2	103	59.09	6.8e-16	2.4e-19	Filamin/ABP280 repeat
Filamin	PF00630.22	CL0159	573	660	574	659	2	102	50.76	2.7e-13	9.5e-17	Filamin/ABP280 repeat
Filamin	PF00630.22	CL0159	669	760	670	760	2	103	62.33	6.7e-17	2.4e-20	Filamin/ABP280 repeat
Filamin	PF00630.22	CL0159	766	863	767	862	2	102	49.50	6.6e-13	2.3e-16	Filamin/ABP280 repeat
Filamin	PF00630.22	CL0159	869	962	871	961	3	102	57.80	1.7e-15	6.1e-19	Filamin/ABP280 repeat
Filamin	PF00630.22	CL0159	968	1058	969	1057	2	102	43.82	3.8e-11	1.4e-14	Filamin/ABP280 repeat
Filamin	PF00630.22	CL0159	1064	1151	1065	1151	2	103	68.19	1.0e-18	3.6e-22	Filamin/ABP280 repeat
Filamin	PF00630.22	CL0159	1157	1246	1158	1244	2	101	55.54	8.7e-15	3.1e-18	Filamin/ABP280 repeat
Filamin	PF00630.22	CL0159	1252	1346	1253	1346	2	103	54.06	2.5e-14	8.9e-18	Filamin/ABP280 repeat
Filamin	PF00630.22	CL0159	1352	1439	1353	1439	2	103	63.94	2.1e-17	7.5e-21	Filamin/ABP280 repeat
Filamin	PF00630.22	CL0159	1445	1536	1446	1536	2	103	64.25	1.7e-17	6.0e-21	Filamin/ABP280 repeat
Filamin	PF00630.22	CL0159	1542	1633	1544	1633	3	103	64.57	1.3e-17	4.8e-21	Filamin/ABP280 repeat
Filamin	PF00630.22	CL0159	1639	1737	1640	1737	2	103	63.73	2.4e-17	8.7e-21	Filamin/ABP280 repeat
Filamin	PF00630.22	CL0159	1773	1857	1809	1856	51	102	37.63	3.3e-09	1.2e-12	Filamin/ABP280 repeat
Filamin	PF00630.22	CL0159	1862	1949	1866	1949	5	103	66.66	3.0e-18	1.1e-21	Filamin/ABP280 repeat
Filamin	PF00630.22	CL0159	2044	2131	2046	2130	3	102	67.59	1.5e-18	5.5e-22	Filamin/ABP280 repeat
Filamin	PF00630.22	CL0159	2143	2227	2176	2227	46	103	38.32	2.0e-09	7.1e-13	Filamin/ABP280 repeat
Filamin	PF00630.22	CL0159	2235	2322	2238	2321	4	102	60.02	3.5e-16	1.2e-19	Filamin/ABP280 repeat
Filamin	PF00630.22	CL0159	2329	2417	2331	2417	3	103	41.78	1.7e-10	5.9e-14	Filamin/ABP280 repeat
Filamin	PF00630.22	CL0159	2426	2513	2428	2513	3	103	45.95	8.4e-12	3.0e-15	Filamin/ABP280 repeat
Filamin	PF00630.22	CL0159	2554	2643	2555	2643	2	103	47.63	2.5e-12	8.9e-16	Filamin/ABP280 repeat
CH	PF00307.34	CL0188	43	150	44	149	2	108	74.51	7.3e-21	2.6e-24	Calponin homology (CH) domain
CH	PF00307.34	CL0188	166	270	167	266	2	105	55.07	8.1e-15	2.9e-18	Calponin homology (CH) domain
