Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
Fasciclin	PF02469.25	-	375	493	384	490	12	122	25.22	1.6e-05	2.5e-09	Fasciclin domain
Fasciclin	PF02469.25	-	517	643	518	643	2	128	63.71	2.0e-17	3.1e-21	Fasciclin domain
Fasciclin	PF02469.25	-	999	1120	1000	1120	2	128	59.55	3.9e-16	6.0e-20	Fasciclin domain
Fasciclin	PF02469.25	-	1139	1253	1140	1230	2	102	24.19	3.4e-05	5.2e-09	Fasciclin domain
Fasciclin	PF02469.25	-	1596	1710	1606	1710	17	128	64.02	1.6e-17	2.5e-21	Fasciclin domain
Fasciclin	PF02469.25	-	1735	1866	1737	1866	3	128	67.39	1.5e-18	2.3e-22	Fasciclin domain
EGF_3	PF12947.10	CL0001	827	859	829	859	6	36	30.78	2.7e-07	4.1e-11	EGF domain
EGF_3	PF12947.10	CL0001	951	987	951	987	1	36	34.19	2.3e-08	3.5e-12	EGF domain
EGF_3	PF12947.10	CL0001	1459	1495	1459	1495	1	36	35.38	9.8e-09	1.5e-12	EGF domain
EGF_3	PF12947.10	CL0001	1501	1538	1501	1535	1	34	32.83	6.2e-08	9.4e-12	EGF domain
EGF_3	PF12947.10	CL0001	1544	1581	1544	1581	1	36	28.57	1.3e-06	2.0e-10	EGF domain
EGF_3	PF12947.10	CL0001	2095	2130	2095	2130	1	36	35.42	9.5e-09	1.5e-12	EGF domain
Xlink	PF00193.20	CL0056	2208	2300	2208	2300	1	93	97.82	3.6e-28	5.5e-32	Extracellular link domain
