Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
Ank_2	PF12796.10	CL0465	654	749	655	741	2	76	47.93	1.6e-12	5.7e-16	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	741	815	750	815	24	83	50.82	2.0e-13	7.2e-17	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	816	881	820	881	27	83	34.45	2.6e-08	9.2e-12	Ankyrin repeats (3 copies)
Ank	PF00023.33	CL0465	685	716	686	716	3	33	29.77	6.0e-07	2.1e-10	Ankyrin repeat
Ank	PF00023.33	CL0465	750	783	750	782	1	32	27.15	4.0e-06	1.4e-09	Ankyrin repeat
Ank	PF00023.33	CL0465	784	816	785	816	2	33	21.61	0.00023	8.1e-08	Ankyrin repeat
Ank	PF00023.33	CL0465	850	882	850	881	1	32	25.46	1.4e-05	4.9e-09	Ankyrin repeat
Ank_4	PF13637.9	CL0465	685	738	686	737	2	54	39.59	6.0e-10	2.1e-13	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	751	805	752	805	2	55	47.64	1.8e-12	6.4e-16	Ankyrin repeats (many copies)
Ank_5	PF13857.9	CL0465	737	790	746	789	11	53	29.39	7.7e-07	2.7e-10	Ankyrin repeats (many copies)
Ank_5	PF13857.9	CL0465	769	820	770	817	1	48	35.82	7.4e-09	2.6e-12	Ankyrin repeats (many copies)
Ank_5	PF13857.9	CL0465	837	890	837	890	1	55	28.88	1.1e-06	4.0e-10	Ankyrin repeats (many copies)
Ank_3	PF13606.9	CL0465	684	713	686	713	3	31	18.37	0.0024	8.4e-07	Ankyrin repeat
Ank_3	PF13606.9	CL0465	750	780	750	780	1	31	19.56	0.00096	3.4e-07	Ankyrin repeat
Ank_3	PF13606.9	CL0465	784	813	785	811	2	29	17.77	0.0037	1.3e-06	Ankyrin repeat
SET	PF00856.31	-	1049	1155	1049	1155	1	169	84.64	1.1e-23	3.8e-27	SET domain
Pre-SET	PF05033.19	-	926	1030	927	1030	2	110	57.72	1.7e-15	6.1e-19	Pre-SET motif
