Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
Ank_2	PF12796.10	CL0465	209	302	209	301	1	82	49.73	4.4e-13	1.3e-16	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	296	368	297	366	21	81	51.09	1.7e-13	5.1e-17	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	364	435	369	433	23	81	46.51	4.5e-12	1.4e-15	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	434	501	439	500	26	82	43.64	3.5e-11	1.1e-14	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	500	565	505	564	25	82	36.67	5.3e-09	1.6e-12	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	539	631	539	629	1	81	67.94	9.1e-19	2.8e-22	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	628	697	633	690	23	75	34.67	2.2e-08	6.8e-12	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	1032	1118	1047	1117	22	82	43.23	4.7e-11	1.4e-14	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	1117	1185	1122	1184	25	82	39.42	7.3e-10	2.2e-13	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	1194	1287	1194	1285	1	81	60.83	1.5e-16	4.6e-20	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	1256	1322	1257	1322	25	83	34.06	3.4e-08	1.0e-11	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	1296	1388	1296	1379	1	74	49.88	4.0e-13	1.2e-16	Ankyrin repeats (3 copies)
Ank_4	PF13637.9	CL0465	273	325	274	325	3	55	38.54	1.3e-09	3.9e-13	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	338	392	339	392	2	55	38.86	1.0e-09	3.1e-13	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	405	458	406	458	2	55	31.74	1.7e-07	5.3e-11	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	471	525	472	525	2	55	35.03	1.6e-08	4.9e-12	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	535	588	536	588	2	55	38.61	1.2e-09	3.7e-13	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	635	688	637	688	3	55	29.65	7.8e-07	2.4e-10	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	1055	1108	1056	1108	2	55	29.49	8.8e-07	2.7e-10	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	1156	1210	1157	1210	3	55	30.00	6.1e-07	1.9e-10	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	1190	1244	1192	1244	3	55	32.02	1.4e-07	4.3e-11	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	1292	1345	1293	1345	2	55	34.31	2.7e-08	8.3e-12	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	1325	1378	1326	1378	2	55	35.67	1.0e-08	3.1e-12	Ankyrin repeats (many copies)
Ank	PF00023.33	CL0465	272	303	274	301	4	31	21.54	0.00024	7.3e-08	Ankyrin repeat
Ank	PF00023.33	CL0465	304	336	305	335	2	32	19.06	0.0014	4.4e-07	Ankyrin repeat
Ank	PF00023.33	CL0465	337	369	337	368	1	32	21.19	0.00031	9.3e-08	Ankyrin repeat
Ank	PF00023.33	CL0465	404	435	406	433	3	30	16.29	0.011	3.3e-06	Ankyrin repeat
Ank	PF00023.33	CL0465	470	502	471	501	2	32	32.65	7.3e-08	2.2e-11	Ankyrin repeat
Ank	PF00023.33	CL0465	536	566	537	565	4	32	21.17	0.00031	9.5e-08	Ankyrin repeat
Ank	PF00023.33	CL0465	567	598	568	595	2	29	18.23	0.0026	8.1e-07	Ankyrin repeat
Ank	PF00023.33	CL0465	600	632	601	629	2	30	17.74	0.0038	1.2e-06	Ankyrin repeat
Ank	PF00023.33	CL0465	1087	1119	1088	1117	2	31	18.16	0.0028	8.5e-07	Ankyrin repeat
Ank	PF00023.33	CL0465	1122	1153	1123	1151	3	31	14.80	0.032	9.8e-06	Ankyrin repeat
Ank	PF00023.33	CL0465	1154	1185	1156	1185	3	32	20.28	0.0006	1.8e-07	Ankyrin repeat
Ank	PF00023.33	CL0465	1189	1220	1190	1219	2	31	22.46	0.00012	3.7e-08	Ankyrin repeat
Ank	PF00023.33	CL0465	1223	1255	1225	1252	3	30	15.29	0.022	6.8e-06	Ankyrin repeat
Ank	PF00023.33	CL0465	1256	1286	1257	1285	2	30	15.93	0.014	4.3e-06	Ankyrin repeat
Ank	PF00023.33	CL0465	1324	1356	1325	1356	2	33	28.15	1.9e-06	5.9e-10	Ankyrin repeat
Ank_3	PF13606.9	CL0465	337	366	337	365	1	30	22.57	0.0001	3.1e-08	Ankyrin repeat
Ank_3	PF13606.9	CL0465	470	499	470	499	1	31	22.04	0.00015	4.6e-08	Ankyrin repeat
Ank_3	PF13606.9	CL0465	600	629	601	628	2	30	22.15	0.00014	4.2e-08	Ankyrin repeat
Ank_3	PF13606.9	CL0465	1189	1218	1190	1218	2	31	21.70	0.00019	5.9e-08	Ankyrin repeat
Ank_5	PF13857.9	CL0465	262	312	268	312	12	56	28.33	1.7e-06	5.1e-10	Ankyrin repeats (many copies)
Ank_5	PF13857.9	CL0465	457	512	457	512	1	56	28.65	1.3e-06	4.0e-10	Ankyrin repeats (many copies)
Ank_5	PF13857.9	CL0465	1074	1129	1074	1129	1	56	31.60	1.6e-07	4.8e-11	Ankyrin repeats (many copies)
KH_1	PF00013.32	CL0007	1697	1761	1699	1760	3	65	51.14	9.2e-14	2.8e-17	KH domain
