Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
EGF_CA	PF07645.18	CL0001	440	480	440	473	1	34	44.02	2.0e-11	6.1e-15	Calcium-binding EGF domain
EGF_CA	PF07645.18	CL0001	482	522	484	521	3	42	37.38	2.4e-09	7.3e-13	Calcium-binding EGF domain
EGF_CA	PF07645.18	CL0001	555	600	555	590	1	35	31.06	2.2e-07	6.9e-11	Calcium-binding EGF domain
EGF_CA	PF07645.18	CL0001	602	640	602	633	1	32	32.96	5.7e-08	1.7e-11	Calcium-binding EGF domain
VWC	PF00093.21	CL0451	274	330	274	330	1	57	39.54	5.5e-10	1.7e-13	von Willebrand factor type C domain
VWC	PF00093.21	CL0451	700	755	705	755	4	57	36.13	6.4e-09	1.9e-12	von Willebrand factor type C domain
EGF_3	PF12947.10	CL0001	486	521	486	521	1	36	39.03	7.1e-10	2.2e-13	EGF domain
cEGF	PF12662.10	CL0001	578	605	578	605	1	24	31.72	1.1e-07	3.4e-11	Complement Clr-like EGF-like
Laminin_G_2	PF02210.27	CL0004	95	211	96	210	3	123	32.81	9.5e-08	2.9e-11	Laminin G domain
EGF	PF00008.30	CL0001	488	518	489	517	2	31	23.09	7.4e-05	2.3e-08	EGF-like domain
