Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
WD40	PF00400.35	CL0186	55	93	66	92	11	37	21.02	0.00047	9.6e-08	WD domain, G-beta repeat
WD40	PF00400.35	CL0186	97	135	102	135	6	38	18.23	0.0036	7.4e-07	WD domain, G-beta repeat
WD40	PF00400.35	CL0186	139	177	142	177	4	38	15.98	0.019	3.8e-06	WD domain, G-beta repeat
WD40	PF00400.35	CL0186	181	219	182	219	2	38	14.66	0.048	9.9e-06	WD domain, G-beta repeat
WD40	PF00400.35	CL0186	402	442	410	442	6	38	13.23	0.14	2.8e-05	WD domain, G-beta repeat
WD40	PF00400.35	CL0186	486	524	487	524	2	38	20.87	0.00053	1.1e-07	WD domain, G-beta repeat
WD40	PF00400.35	CL0186	581	618	586	618	6	37	25.89	1.4e-05	2.8e-09	WD domain, G-beta repeat
WD40	PF00400.35	CL0186	623	661	624	661	2	38	14.20	0.068	1.4e-05	WD domain, G-beta repeat
WD40	PF00400.35	CL0186	665	703	666	702	2	37	36.57	5.8e-09	1.2e-12	WD domain, G-beta repeat
Utp12	PF04003.15	-	804	907	806	906	3	106	76.86	1.4e-21	2.9e-25	Dip2/Utp12 Family
ANAPC4_WD40	PF12894.10	CL0186	45	118	61	115	32	89	24.41	2.9e-05	5.8e-09	Anaphase-promoting complex subunit 4 WD40 domain
