Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
I-set	PF07679.19	CL0011	10	94	11	85	2	77	41.37	1.3e-10	5.7e-14	Immunoglobulin I-set domain
I-set	PF07679.19	CL0011	156	256	157	256	3	90	27.96	1.9e-06	8.7e-10	Immunoglobulin I-set domain
I-set	PF07679.19	CL0011	363	449	365	439	3	76	33.30	4.1e-08	1.9e-11	Immunoglobulin I-set domain
I-set	PF07679.19	CL0011	454	540	456	527	3	73	47.31	1.8e-12	8.0e-16	Immunoglobulin I-set domain
I-set	PF07679.19	CL0011	545	626	548	616	4	73	32.19	9.2e-08	4.2e-11	Immunoglobulin I-set domain
I-set	PF07679.19	CL0011	653	768	655	768	6	90	48.77	6.1e-13	2.8e-16	Immunoglobulin I-set domain
I-set	PF07679.19	CL0011	975	1062	981	1062	8	90	43.11	3.6e-11	1.6e-14	Immunoglobulin I-set domain
I-set	PF07679.19	CL0011	1181	1270	1181	1270	1	90	67.14	1.1e-18	5.2e-22	Immunoglobulin I-set domain
Ig_3	PF13927.9	CL0011	452	530	452	526	1	74	30.01	6.2e-07	2.8e-10	Immunoglobulin domain
Ig_3	PF13927.9	CL0011	1180	1257	1181	1257	2	79	43.59	3.6e-11	1.6e-14	Immunoglobulin domain
fn3	PF00041.24	CL0159	773	858	773	858	1	85	46.26	4.5e-12	2.1e-15	Fibronectin type III domain
fn3	PF00041.24	CL0159	871	955	871	954	1	83	43.33	3.7e-11	1.7e-14	Fibronectin type III domain
fn3	PF00041.24	CL0159	1067	1151	1067	1148	1	82	40.04	4.0e-10	1.8e-13	Fibronectin type III domain
ig	PF00047.28	CL0011	459	530	463	529	6	73	23.84	4.0e-05	1.8e-08	Immunoglobulin domain
ig	PF00047.28	CL0011	1185	1265	1191	1261	7	80	23.39	5.5e-05	2.5e-08	Immunoglobulin domain
THB	PF18362.4	-	320	353	320	353	1	34	73.70	6.5e-21	3.0e-24	Tri-helix bundle domain
