Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
PDZ	PF00595.27	CL0466	137	221	142	220	6	81	55.45	6.2e-15	1.9e-18	PDZ domain
PDZ	PF00595.27	CL0466	257	334	263	333	8	81	47.92	1.4e-12	4.2e-16	PDZ domain
PDZ	PF00595.27	CL0466	376	460	378	459	2	81	55.10	7.9e-15	2.4e-18	PDZ domain
PDZ	PF00595.27	CL0466	554	630	561	628	8	79	25.13	1.8e-05	5.5e-09	PDZ domain
PDZ	PF00595.27	CL0466	700	784	701	783	2	81	50.68	1.9e-13	5.8e-17	PDZ domain
PDZ	PF00595.27	CL0466	1008	1080	1009	1076	2	72	41.80	1.1e-10	3.4e-14	PDZ domain
PDZ	PF00595.27	CL0466	1151	1240	1158	1235	8	77	55.95	4.3e-15	1.3e-18	PDZ domain
PDZ	PF00595.27	CL0466	1350	1429	1351	1427	2	79	40.45	3.0e-10	9.0e-14	PDZ domain
PDZ	PF00595.27	CL0466	1482	1561	1486	1560	4	81	41.01	2.0e-10	6.1e-14	PDZ domain
PDZ	PF00595.27	CL0466	1627	1709	1630	1708	2	81	54.98	8.7e-15	2.7e-18	PDZ domain
PDZ	PF00595.27	CL0466	1725	1804	1726	1803	2	81	62.17	4.9e-17	1.5e-20	PDZ domain
PDZ	PF00595.27	CL0466	1862	1945	1863	1944	2	81	55.71	5.1e-15	1.6e-18	PDZ domain
PDZ	PF00595.27	CL0466	1987	2069	1988	2068	2	81	70.16	1.6e-19	4.9e-23	PDZ domain
PDZ_6	PF17820.4	CL0466	166	222	166	222	1	54	27.48	2.4e-06	7.3e-10	PDZ domain
PDZ_6	PF17820.4	CL0466	729	785	729	784	1	53	30.37	3.0e-07	9.1e-11	PDZ domain
PDZ_6	PF17820.4	CL0466	1186	1240	1187	1236	2	48	28.01	1.6e-06	5.0e-10	PDZ domain
L27_2	PF09045.13	CL0614	6	63	6	63	1	58	115.81	6.5e-34	2.0e-37	L27_2
MPDZ_u10	PF16667.8	-	1562	1626	1562	1626	1	65	107.42	5.3e-31	1.6e-34	Unstructured region 10 on multiple PDZ protein
