Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
Arm	PF00514.26	CL0020	112	154	113	154	2	41	32.74	5.4e-08	1.9e-11	Armadillo/beta-catenin-like repeat
Arm	PF00514.26	CL0020	156	196	157	195	2	40	50.48	1.4e-13	5.0e-17	Armadillo/beta-catenin-like repeat
Arm	PF00514.26	CL0020	198	239	198	239	1	41	41.22	1.2e-10	4.1e-14	Armadillo/beta-catenin-like repeat
Arm	PF00514.26	CL0020	241	281	250	280	10	40	29.30	6.5e-07	2.3e-10	Armadillo/beta-catenin-like repeat
Arm	PF00514.26	CL0020	283	323	284	322	2	40	32.78	5.2e-08	1.9e-11	Armadillo/beta-catenin-like repeat
Arm	PF00514.26	CL0020	325	365	328	365	4	41	44.84	8.3e-12	3.0e-15	Armadillo/beta-catenin-like repeat
Arm	PF00514.26	CL0020	367	407	368	406	2	40	34.52	1.5e-08	5.3e-12	Armadillo/beta-catenin-like repeat
Arm	PF00514.26	CL0020	410	450	410	449	1	40	31.71	1.1e-07	4.0e-11	Armadillo/beta-catenin-like repeat
IBB	PF01749.23	CL0020	13	102	13	102	1	89	85.70	2.5e-24	8.8e-28	Importin beta binding domain
HEAT_EZ	PF13513.9	CL0020	140	194	141	194	3	55	30.27	5.0e-07	1.8e-10	HEAT-like repeat
Arm_3	PF16186.8	CL0020	464	516	464	513	1	52	79.00	1.5e-22	5.4e-26	Atypical Arm repeat
HEAT_2	PF13646.9	CL0020	126	234	127	223	2	76	28.05	2.3e-06	8.1e-10	HEAT repeats
