Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
Ank_2	PF12796.10	CL0465	10	89	26	87	26	81	39.07	9.3e-10	4.3e-13	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	87	155	91	154	24	82	31.65	1.9e-07	8.8e-11	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	156	236	167	235	24	82	34.26	3.0e-08	1.4e-11	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	206	303	218	300	10	80	42.98	5.6e-11	2.6e-14	Ankyrin repeats (3 copies)
Ank_4	PF13637.9	CL0465	26	79	27	79	3	55	29.38	9.5e-07	4.4e-10	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	92	145	94	144	3	54	29.14	1.1e-06	5.2e-10	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	168	222	170	213	3	46	27.87	2.8e-06	1.3e-09	Ankyrin repeats (many copies)
Ank	PF00023.33	CL0465	58	89	59	85	2	28	21.89	0.00018	8.5e-08	Ankyrin repeat
Ank	PF00023.33	CL0465	167	200	168	200	2	33	24.18	3.5e-05	1.6e-08	Ankyrin repeat
Ank_5	PF13857.9	CL0465	153	209	159	209	7	56	39.97	3.7e-10	1.7e-13	Ankyrin repeats (many copies)
Ank_5	PF13857.9	CL0465	225	280	225	280	1	56	36.74	3.8e-09	1.7e-12	Ankyrin repeats (many copies)
Ank_3	PF13606.9	CL0465	58	87	59	85	2	29	22.17	0.00014	6.2e-08	Ankyrin repeat
Ribonuc_2-5A	PF06479.15	-	592	720	592	719	1	126	92.87	1.8e-26	8.4e-30	Ribonuclease 2-5A
Pkinase	PF00069.28	CL0016	368	524	386	514	24	152	51.46	9.9e-14	4.5e-17	Protein kinase domain
PK_Tyr_Ser-Thr	PF07714.20	CL0016	366	524	377	510	13	153	30.73	2.0e-07	9.0e-11	Protein tyrosine and serine/threonine kinase
Kdo	PF06293.17	CL0016	393	548	452	529	114	191	22.23	8.1e-05	3.7e-08	Lipopolysaccharide kinase (Kdo/WaaP) family
