Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
EGF	PF00008.30	CL0001	68	100	68	99	1	31	28.18	1.9e-06	1.3e-09	EGF-like domain
EGF	PF00008.30	CL0001	109	141	113	140	4	31	31.50	1.7e-07	1.2e-10	EGF-like domain
EGF	PF00008.30	CL0001	148	178	148	177	1	31	23.12	7.2e-05	4.8e-08	EGF-like domain
EGF	PF00008.30	CL0001	186	217	186	216	1	31	31.70	1.5e-07	9.9e-11	EGF-like domain
EGF	PF00008.30	CL0001	264	294	264	292	1	30	25.21	1.6e-05	1.1e-08	EGF-like domain
EGF	PF00008.30	CL0001	379	411	379	410	1	31	24.07	3.7e-05	2.4e-08	EGF-like domain
EGF	PF00008.30	CL0001	423	452	423	452	2	32	29.64	6.6e-07	4.4e-10	EGF-like domain
EGF	PF00008.30	CL0001	460	490	460	489	1	31	30.04	5.0e-07	3.3e-10	EGF-like domain
EGF	PF00008.30	CL0001	498	528	498	527	1	31	31.69	1.5e-07	1.0e-10	EGF-like domain
EGF	PF00008.30	CL0001	536	566	536	564	1	30	37.13	3.0e-09	2.0e-12	EGF-like domain
EGF	PF00008.30	CL0001	574	602	574	601	1	30	21.73	0.0002	1.3e-07	EGF-like domain
EGF	PF00008.30	CL0001	611	641	611	639	1	30	27.60	2.9e-06	1.9e-09	EGF-like domain
EGF	PF00008.30	CL0001	649	678	649	678	1	32	31.10	2.3e-07	1.5e-10	EGF-like domain
EGF	PF00008.30	CL0001	686	721	686	711	1	27	23.74	4.6e-05	3.1e-08	EGF-like domain
EGF	PF00008.30	CL0001	761	791	761	789	1	30	29.91	5.4e-07	3.6e-10	EGF-like domain
EGF	PF00008.30	CL0001	799	829	799	829	1	32	33.98	2.9e-08	1.9e-11	EGF-like domain
EGF	PF00008.30	CL0001	837	869	837	869	1	32	30.90	2.7e-07	1.8e-10	EGF-like domain
EGF	PF00008.30	CL0001	877	906	879	905	3	30	28.02	2.1e-06	1.4e-09	EGF-like domain
EGF	PF00008.30	CL0001	915	945	915	944	1	31	34.54	1.9e-08	1.3e-11	EGF-like domain
EGF	PF00008.30	CL0001	953	983	953	982	1	31	30.75	3.0e-07	2.0e-10	EGF-like domain
EGF	PF00008.30	CL0001	988	1021	991	1020	1	31	29.99	5.1e-07	3.4e-10	EGF-like domain
EGF	PF00008.30	CL0001	1029	1059	1029	1059	1	32	38.16	1.4e-09	9.4e-13	EGF-like domain
EGF	PF00008.30	CL0001	1067	1097	1067	1097	1	32	23.69	4.8e-05	3.2e-08	EGF-like domain
EGF	PF00008.30	CL0001	1116	1145	1120	1145	6	32	25.39	1.4e-05	9.4e-09	EGF-like domain
EGF	PF00008.30	CL0001	1153	1183	1153	1182	1	31	31.77	1.4e-07	9.4e-11	EGF-like domain
EGF	PF00008.30	CL0001	1191	1221	1191	1219	1	30	29.63	6.7e-07	4.4e-10	EGF-like domain
EGF	PF00008.30	CL0001	1229	1260	1229	1260	1	32	30.39	3.8e-07	2.5e-10	EGF-like domain
EGF	PF00008.30	CL0001	1308	1341	1308	1341	1	32	31.48	1.8e-07	1.2e-10	EGF-like domain
hEGF	PF12661.10	CL0001	115	137	115	137	1	22	18.35	0.0028	1.9e-06	Human growth factor-like EGF
hEGF	PF12661.10	CL0001	192	213	192	213	1	22	26.64	6.9e-06	4.5e-09	Human growth factor-like EGF
hEGF	PF12661.10	CL0001	230	252	230	252	1	22	15.31	0.025	1.7e-05	Human growth factor-like EGF
hEGF	PF12661.10	CL0001	269	290	269	288	1	20	23.28	7.9e-05	5.2e-08	Human growth factor-like EGF
hEGF	PF12661.10	CL0001	347	367	347	367	1	21	15.25	0.027	1.8e-05	Human growth factor-like EGF
hEGF	PF12661.10	CL0001	465	486	465	486	1	22	25.91	1.2e-05	7.7e-09	Human growth factor-like EGF
hEGF	PF12661.10	CL0001	503	524	503	524	1	22	26.95	5.5e-06	3.6e-09	Human growth factor-like EGF
hEGF	PF12661.10	CL0001	541	562	541	562	1	22	25.96	1.1e-05	7.4e-09	Human growth factor-like EGF
hEGF	PF12661.10	CL0001	579	599	579	599	1	22	23.66	6.0e-05	4.0e-08	Human growth factor-like EGF
hEGF	PF12661.10	CL0001	616	636	616	636	1	21	21.97	0.0002	1.3e-07	Human growth factor-like EGF
hEGF	PF12661.10	CL0001	654	674	654	674	1	22	18.74	0.0021	1.4e-06	Human growth factor-like EGF
hEGF	PF12661.10	CL0001	691	711	691	711	1	21	21.29	0.00033	2.2e-07	Human growth factor-like EGF
hEGF	PF12661.10	CL0001	729	749	729	749	1	22	13.68	0.083	5.5e-05	Human growth factor-like EGF
hEGF	PF12661.10	CL0001	766	787	766	787	1	22	24.30	3.7e-05	2.5e-08	Human growth factor-like EGF
hEGF	PF12661.10	CL0001	804	822	804	821	1	18	15.75	0.018	1.2e-05	Human growth factor-like EGF
hEGF	PF12661.10	CL0001	842	865	842	865	1	22	15.51	0.022	1.5e-05	Human growth factor-like EGF
hEGF	PF12661.10	CL0001	882	903	882	903	1	22	27.47	3.7e-06	2.5e-09	Human growth factor-like EGF
hEGF	PF12661.10	CL0001	920	941	920	941	1	22	25.61	1.4e-05	9.6e-09	Human growth factor-like EGF
hEGF	PF12661.10	CL0001	958	979	958	979	1	22	24.37	3.5e-05	2.3e-08	Human growth factor-like EGF
hEGF	PF12661.10	CL0001	996	1017	996	1017	1	22	24.93	2.4e-05	1.6e-08	Human growth factor-like EGF
hEGF	PF12661.10	CL0001	1034	1055	1034	1055	1	22	21.92	0.00021	1.4e-07	Human growth factor-like EGF
hEGF	PF12661.10	CL0001	1072	1093	1072	1093	1	22	15.11	0.03	2.0e-05	Human growth factor-like EGF
hEGF	PF12661.10	CL0001	1158	1179	1158	1179	1	22	24.22	3.9e-05	2.6e-08	Human growth factor-like EGF
hEGF	PF12661.10	CL0001	1196	1216	1196	1216	1	21	28.51	1.8e-06	1.2e-09	Human growth factor-like EGF
hEGF	PF12661.10	CL0001	1235	1256	1235	1256	1	22	26.17	9.6e-06	6.4e-09	Human growth factor-like EGF
hEGF	PF12661.10	CL0001	1313	1337	1313	1337	1	22	15.35	0.025	1.6e-05	Human growth factor-like EGF
EGF_CA	PF07645.18	CL0001	182	221	182	214	1	34	35.10	1.2e-08	8.1e-12	Calcium-binding EGF domain
EGF_CA	PF07645.18	CL0001	298	338	298	331	1	34	32.86	6.1e-08	4.1e-11	Calcium-binding EGF domain
EGF_CA	PF07645.18	CL0001	415	454	415	449	1	34	33.79	3.1e-08	2.1e-11	Calcium-binding EGF domain
EGF_CA	PF07645.18	CL0001	456	492	456	487	1	34	28.03	2.0e-06	1.3e-09	Calcium-binding EGF domain
EGF_CA	PF07645.18	CL0001	682	717	682	711	1	32	23.29	6.0e-05	4.0e-08	Calcium-binding EGF domain
EGF_CA	PF07645.18	CL0001	757	795	757	790	1	35	16.92	0.0059	3.9e-06	Calcium-binding EGF domain
EGF_CA	PF07645.18	CL0001	873	910	873	904	1	34	32.20	9.9e-08	6.5e-11	Calcium-binding EGF domain
EGF_CA	PF07645.18	CL0001	1025	1067	1026	1059	2	36	18.88	0.0014	9.5e-07	Calcium-binding EGF domain
EGF_CA	PF07645.18	CL0001	1149	1186	1150	1183	2	36	24.29	2.9e-05	1.9e-08	Calcium-binding EGF domain
EGF_CA	PF07645.18	CL0001	1225	1262	1226	1257	2	34	20.73	0.00038	2.5e-07	Calcium-binding EGF domain
NOD	PF06816.16	-	1539	1594	1539	1594	1	56	86.85	4.7e-25	3.1e-28	NOTCH protein
Notch	PF00066.20	-	1422	1456	1423	1456	2	36	43.02	4.9e-11	3.3e-14	LNR domain
Notch	PF00066.20	-	1463	1497	1463	1497	1	36	32.11	1.3e-07	8.3e-11	LNR domain
Notch	PF00066.20	-	1500	1535	1501	1534	2	35	44.37	1.9e-11	1.2e-14	LNR domain
Ank_2	PF12796.10	CL0465	1807	1940	1858	1932	12	75	29.82	7.2e-07	4.8e-10	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	1955	2041	1958	2038	8	81	44.49	1.9e-11	1.3e-14	Ankyrin repeats (3 copies)
Ank	PF00023.33	CL0465	1827	1874	1827	1874	1	33	25.41	1.4e-05	9.4e-09	Ankyrin repeat
Ank	PF00023.33	CL0465	1877	1908	1880	1908	5	33	15.39	0.021	1.4e-05	Ankyrin repeat
Ank	PF00023.33	CL0465	1943	1975	1943	1975	1	33	15.66	0.017	1.1e-05	Ankyrin repeat
Ank_5	PF13857.9	CL0465	1862	1914	1873	1913	12	52	28.15	1.9e-06	1.3e-09	Ankyrin repeats (many copies)
Ank_5	PF13857.9	CL0465	1963	2017	1963	2014	1	53	30.02	4.9e-07	3.2e-10	Ankyrin repeats (many copies)
NODP	PF07684.15	-	1618	1674	1618	1671	1	56	63.47	1.5e-17	1.0e-20	NOTCH protein
Ank_4	PF13637.9	CL0465	1979	2030	1979	2030	3	55	25.74	1.3e-05	8.7e-09	Ankyrin repeats (many copies)
