Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
TPR_1	PF00515.31	CL0020	300	332	300	328	1	29	28.72	8.2e-07	5.8e-10	Tetratricopeptide repeat
TPR_1	PF00515.31	CL0020	360	393	364	393	5	34	31.95	7.8e-08	5.6e-11	Tetratricopeptide repeat
TPR_1	PF00515.31	CL0020	394	427	394	427	1	34	32.04	7.3e-08	5.2e-11	Tetratricopeptide repeat
TPR_2	PF07719.20	CL0020	229	258	230	258	6	34	24.82	1.5e-05	1.1e-08	Tetratricopeptide repeat
TPR_2	PF07719.20	CL0020	363	393	365	393	6	34	23.34	4.6e-05	3.3e-08	Tetratricopeptide repeat
STI1	PF17830.4	-	130	184	130	184	1	55	67.93	5.7e-19	4.0e-22	STI1 domain
STI1	PF17830.4	-	482	536	483	536	2	55	61.30	6.7e-17	4.8e-20	STI1 domain
TPR_11	PF13414.9	CL0020	11	52	16	52	6	42	29.30	5.5e-07	3.9e-10	TPR repeat
TPR_11	PF13414.9	CL0020	367	407	367	406	1	40	35.87	4.8e-09	3.4e-12	TPR repeat
TPR_8	PF13181.9	CL0020	261	291	264	287	6	29	13.42	0.073	5.2e-05	Tetratricopeptide repeat
TPR_8	PF13181.9	CL0020	300	328	300	327	1	28	15.82	0.013	8.9e-06	Tetratricopeptide repeat
TPR_8	PF13181.9	CL0020	365	393	365	393	6	34	15.80	0.013	9.1e-06	Tetratricopeptide repeat
TPR_8	PF13181.9	CL0020	428	461	429	460	2	33	19.33	0.00094	6.7e-07	Tetratricopeptide repeat
TPR_12	PF13424.9	CL0020	256	328	262	328	7	73	42.92	4.8e-11	3.4e-14	Tetratricopeptide repeat
TPR_16	PF13432.9	CL0020	9	60	11	57	4	53	18.69	0.0021	1.5e-06	Tetratricopeptide repeat
TPR_16	PF13432.9	CL0020	365	420	367	414	4	54	18.07	0.0033	2.4e-06	Tetratricopeptide repeat
TPR_7	PF13176.9	CL0020	302	337	302	334	1	33	15.63	0.013	9.0e-06	Tetratricopeptide repeat
