Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
AAA_6	PF12774.10	CL0023	1651	1986	1651	1986	1	327	441.02	2.4e-132	1.8e-135	Hydrolytic ATP binding site of dynein motor region
DHC_N2	PF08393.16	-	1117	1518	1119	1518	3	399	377.83	7.0e-113	5.4e-116	Dynein heavy chain, N-terminal region 2
AAA_9	PF12781.10	CL0023	3251	3471	3253	3469	3	220	255.96	2.2e-76	1.7e-79	ATP-binding dynein motor region
AAA_8	PF12780.10	CL0023	2625	2882	2625	2880	1	257	168.48	1.8e-49	1.4e-52	P-loop containing dynein motor region D4
Dynein_C	PF18199.4	-	4005	4304	4012	4304	5	309	155.22	2.5e-45	1.9e-48	Dynein heavy chain C-terminal domain
AAA_5	PF07728.17	CL0023	1974	2110	1975	2110	2	138	82.88	2.2e-23	1.7e-26	AAA domain (dynein-related subfamily)
AAA_lid_11	PF18198.4	CL0671	3860	4002	3862	4001	3	138	129.45	1.2e-37	8.9e-41	Dynein heavy chain AAA lid domain
DHC_N1	PF08385.15	-	160	674	194	652	87	547	128.22	4.1e-37	3.1e-40	Dynein heavy chain, N-terminal region 1
Dynein_heavy	PF03028.18	CL0023	3719	3829	3721	3829	4	115	115.91	1.0e-33	7.8e-37	Dynein heavy chain region D6 P-loop domain
AAA_7	PF12775.10	CL0023	2262	2433	2282	2431	31	179	83.58	1.3e-23	1.0e-26	P-loop containing dynein motor region
MT	PF12777.10	-	2895	3232	2897	3227	3	337	83.29	1.8e-23	1.3e-26	Microtubule-binding stalk of dynein motor
