Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
Ank_2	PF12796.10	CL0465	432	521	443	520	16	82	28.24	2.2e-06	8.0e-10	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	593	685	598	684	6	82	34.14	3.2e-08	1.2e-11	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	729	834	729	834	1	83	54.48	1.5e-14	5.2e-18	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	894	969	905	967	24	81	35.25	1.5e-08	5.2e-12	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	910	1003	910	999	1	79	47.45	2.3e-12	8.1e-16	Ankyrin repeats (3 copies)
Ank_4	PF13637.9	CL0465	264	309	268	309	14	55	25.49	1.6e-05	5.6e-09	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	458	512	462	502	5	46	24.36	3.6e-05	1.3e-08	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	622	668	624	665	3	45	24.44	3.4e-05	1.2e-08	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	770	823	772	822	3	54	33.40	5.2e-08	1.9e-11	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	938	993	941	991	3	54	28.30	2.1e-06	7.4e-10	Ankyrin repeats (many copies)
Ank_3	PF13606.9	CL0465	490	519	491	518	2	30	18.61	0.002	7.0e-07	Ankyrin repeat
Ank_3	PF13606.9	CL0465	769	798	769	798	1	31	23.51	5.0e-05	1.8e-08	Ankyrin repeat
Ank	PF00023.33	CL0465	323	365	325	364	4	32	21.09	0.00033	1.2e-07	Ankyrin repeat
Ank	PF00023.33	CL0465	490	522	491	521	2	32	27.09	4.2e-06	1.5e-09	Ankyrin repeat
Ank	PF00023.33	CL0465	542	575	544	575	3	33	18.52	0.0021	7.6e-07	Ankyrin repeat
Ank	PF00023.33	CL0465	769	801	769	800	1	32	32.36	9.0e-08	3.2e-11	Ankyrin repeat
Ank	PF00023.33	CL0465	906	937	908	936	4	32	18.48	0.0022	7.9e-07	Ankyrin repeat
Ank_5	PF13857.9	CL0465	477	528	477	524	1	49	28.89	1.1e-06	4.0e-10	Ankyrin repeats (many copies)
Ank_5	PF13857.9	CL0465	609	662	613	662	7	56	30.23	4.2e-07	1.5e-10	Ankyrin repeats (many copies)
Ank_5	PF13857.9	CL0465	789	844	789	841	1	53	28.06	2.0e-06	7.2e-10	Ankyrin repeats (many copies)
Ank_5	PF13857.9	CL0465	925	979	926	979	2	56	28.80	1.2e-06	4.2e-10	Ankyrin repeats (many copies)
BTB	PF00651.34	CL0033	58	160	60	156	3	105	55.91	4.7e-15	1.7e-18	BTB/POZ domain
FYVE	PF01363.24	CL0390	1103	1165	1108	1163	10	67	55.29	5.9e-15	2.1e-18	FYVE zinc finger
