Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
PDZ	PF00595.27	CL0466	48	128	51	127	4	81	47.55	1.8e-12	4.6e-16	PDZ domain
PDZ	PF00595.27	CL0466	146	231	149	224	2	75	42.97	4.8e-11	1.2e-14	PDZ domain
PDZ	PF00595.27	CL0466	249	329	253	329	6	82	40.76	2.4e-10	6.0e-14	PDZ domain
PDZ	PF00595.27	CL0466	456	542	464	540	9	80	32.44	9.4e-08	2.4e-11	PDZ domain
PDZ	PF00595.27	CL0466	557	638	559	638	3	82	46.59	3.6e-12	9.2e-16	PDZ domain
PDZ	PF00595.27	CL0466	656	735	657	735	2	82	47.74	1.6e-12	4.0e-16	PDZ domain
PDZ	PF00595.27	CL0466	941	1020	942	1019	2	81	33.25	5.2e-08	1.3e-11	PDZ domain
PDZ_6	PF17820.4	CL0466	74	128	75	128	2	53	28.08	1.6e-06	4.0e-10	PDZ domain
PDZ_6	PF17820.4	CL0466	177	226	179	213	3	36	33.75	2.6e-08	6.7e-12	PDZ domain
PDZ_6	PF17820.4	CL0466	486	542	490	541	5	52	45.54	5.5e-12	1.4e-15	PDZ domain
PDZ_6	PF17820.4	CL0466	681	736	682	735	2	53	32.90	4.9e-08	1.2e-11	PDZ domain
