Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
Arm	PF00514.26	CL0020	108	149	109	149	2	41	33.09	4.2e-08	1.3e-11	Armadillo/beta-catenin-like repeat
Arm	PF00514.26	CL0020	151	191	151	190	1	40	39.98	2.8e-10	8.7e-14	Armadillo/beta-catenin-like repeat
Arm	PF00514.26	CL0020	193	238	194	238	2	41	40.68	1.7e-10	5.2e-14	Armadillo/beta-catenin-like repeat
Arm	PF00514.26	CL0020	241	280	249	279	9	40	30.52	2.7e-07	8.2e-11	Armadillo/beta-catenin-like repeat
Arm	PF00514.26	CL0020	282	322	283	321	2	40	26.08	6.8e-06	2.1e-09	Armadillo/beta-catenin-like repeat
Arm	PF00514.26	CL0020	324	364	324	364	1	41	42.78	3.7e-11	1.1e-14	Armadillo/beta-catenin-like repeat
Arm	PF00514.26	CL0020	366	406	367	405	2	40	35.51	7.2e-09	2.2e-12	Armadillo/beta-catenin-like repeat
Arm	PF00514.26	CL0020	409	449	410	447	2	39	32.07	8.7e-08	2.7e-11	Armadillo/beta-catenin-like repeat
IBB	PF01749.23	CL0020	13	98	13	98	1	89	98.70	2.2e-28	6.7e-32	Importin beta binding domain
Arm_3	PF16186.8	CL0020	458	509	458	509	1	53	79.41	1.1e-22	3.4e-26	Atypical Arm repeat
HEAT_EZ	PF13513.9	CL0020	134	189	135	189	2	55	25.36	1.7e-05	5.2e-09	HEAT-like repeat
HEAT_EZ	PF13513.9	CL0020	225	278	230	278	8	55	28.75	1.5e-06	4.5e-10	HEAT-like repeat
