Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
Arm	PF00514.26	CL0020	103	144	104	144	2	41	46.11	3.3e-12	1.5e-15	Armadillo/beta-catenin-like repeat
Arm	PF00514.26	CL0020	146	186	146	184	1	39	49.24	3.4e-13	1.6e-16	Armadillo/beta-catenin-like repeat
Arm	PF00514.26	CL0020	188	229	189	229	2	41	28.04	1.6e-06	7.5e-10	Armadillo/beta-catenin-like repeat
Arm	PF00514.26	CL0020	232	271	233	270	2	40	24.95	1.5e-05	7.0e-09	Armadillo/beta-catenin-like repeat
Arm	PF00514.26	CL0020	273	313	274	312	2	40	45.32	5.9e-12	2.7e-15	Armadillo/beta-catenin-like repeat
Arm	PF00514.26	CL0020	315	355	315	355	1	41	33.12	4.1e-08	1.9e-11	Armadillo/beta-catenin-like repeat
Arm	PF00514.26	CL0020	357	397	357	396	1	40	46.06	3.4e-12	1.6e-15	Armadillo/beta-catenin-like repeat
Arm	PF00514.26	CL0020	400	440	402	438	3	39	30.75	2.3e-07	1.0e-10	Armadillo/beta-catenin-like repeat
Arm_3	PF16186.8	CL0020	447	499	451	498	5	52	78.37	2.4e-22	1.1e-25	Atypical Arm repeat
HEAT_EZ	PF13513.9	CL0020	129	184	129	184	1	55	36.45	5.8e-09	2.7e-12	HEAT-like repeat
IBB	PF01749.23	CL0020	11	93	11	93	1	89	76.55	1.8e-21	8.1e-25	Importin beta binding domain
HEAT_2	PF13646.9	CL0020	116	198	117	187	2	60	27.91	2.5e-06	1.1e-09	HEAT repeats
