Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
Ank_2	PF12796.10	CL0465	72	164	74	160	3	79	61.32	1.1e-16	2.7e-20	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	205	292	216	290	17	81	43.15	5.0e-11	1.3e-14	Ankyrin repeats (3 copies)
Ank_4	PF13637.9	CL0465	71	121	78	121	11	55	26.11	1.0e-05	2.6e-09	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	105	154	105	154	5	55	40.67	2.7e-10	7.0e-14	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	229	282	231	282	3	55	35.98	8.1e-09	2.1e-12	Ankyrin repeats (many copies)
Ank	PF00023.33	CL0465	100	132	100	132	1	33	33.97	2.8e-08	7.2e-12	Ankyrin repeat
Ank	PF00023.33	CL0465	133	165	135	164	3	32	26.95	4.7e-06	1.2e-09	Ankyrin repeat
Ank	PF00023.33	CL0465	261	293	261	292	1	32	19.47	0.0011	2.7e-07	Ankyrin repeat
Ank_5	PF13857.9	CL0465	120	174	120	174	1	56	43.85	2.2e-11	5.7e-15	Ankyrin repeats (many copies)
Ank_3	PF13606.9	CL0465	100	129	100	129	1	31	22.84	8.3e-05	2.1e-08	Ankyrin repeat
Ank_3	PF13606.9	CL0465	133	162	135	160	3	29	19.49	0.001	2.6e-07	Ankyrin repeat
