Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
Ank_2	PF12796.10	CL0465	238	331	238	330	1	82	48.46	1.1e-12	3.3e-16	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	329	397	333	395	24	81	44.96	1.4e-11	4.1e-15	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	394	464	400	462	24	81	46.87	3.4e-12	1.1e-15	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	463	530	468	529	26	82	42.35	8.8e-11	2.7e-14	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	529	594	534	593	25	82	37.78	2.4e-09	7.2e-13	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	568	660	568	659	1	82	69.77	2.5e-19	7.5e-23	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	659	725	663	719	24	75	33.90	3.8e-08	1.2e-11	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	1065	1146	1076	1145	23	82	47.31	2.5e-12	7.7e-16	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	1145	1213	1150	1212	25	82	40.06	4.6e-10	1.4e-13	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	1222	1315	1222	1313	1	81	61.57	8.9e-17	2.7e-20	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	1279	1350	1284	1350	24	83	33.66	4.6e-08	1.4e-11	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	1324	1415	1324	1407	1	74	53.06	4.0e-14	1.2e-17	Ankyrin repeats (3 copies)
Ank_4	PF13637.9	CL0465	302	354	303	354	3	55	46.18	5.1e-12	1.6e-15	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	367	421	368	421	2	55	36.43	5.9e-09	1.8e-12	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	434	487	435	487	2	55	31.71	1.8e-07	5.4e-11	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	500	554	501	554	2	55	34.57	2.2e-08	6.9e-12	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	564	617	565	617	2	55	39.80	5.1e-10	1.6e-13	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	664	717	666	717	3	55	31.28	2.4e-07	7.4e-11	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	1083	1136	1084	1136	2	55	37.66	2.4e-09	7.4e-13	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	1122	1170	1123	1170	8	55	23.58	6.3e-05	1.9e-08	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	1183	1238	1185	1238	3	55	28.50	1.8e-06	5.5e-10	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	1220	1272	1221	1272	4	55	31.30	2.4e-07	7.3e-11	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	1320	1373	1321	1373	2	55	35.65	1.0e-08	3.1e-12	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	1353	1406	1354	1406	2	55	38.17	1.7e-09	5.1e-13	Ankyrin repeats (many copies)
Ank	PF00023.33	CL0465	301	332	303	331	4	32	24.71	2.4e-05	7.2e-09	Ankyrin repeat
Ank	PF00023.33	CL0465	333	365	334	364	2	32	19.37	0.0011	3.5e-07	Ankyrin repeat
