Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
Ig_3	PF13927.9	CL0011	32	105	36	104	6	78	33.20	6.2e-08	3.8e-11	Immunoglobulin domain
Ig_3	PF13927.9	CL0011	127	204	128	203	2	78	49.32	5.8e-13	3.6e-16	Immunoglobulin domain
Ig_3	PF13927.9	CL0011	226	304	227	302	4	76	36.70	5.0e-09	3.1e-12	Immunoglobulin domain
Ig_3	PF13927.9	CL0011	328	395	334	395	14	79	31.34	2.4e-07	1.5e-10	Immunoglobulin domain
Ig_3	PF13927.9	CL0011	412	484	415	482	5	76	38.36	1.5e-09	9.4e-13	Immunoglobulin domain
Ig_3	PF13927.9	CL0011	503	574	507	574	7	79	43.09	5.1e-11	3.1e-14	Immunoglobulin domain
Ig_3	PF13927.9	CL0011	592	668	595	668	5	79	49.19	6.4e-13	3.9e-16	Immunoglobulin domain
PK_Tyr_Ser-Thr	PF07714.20	CL0016	796	1061	799	1061	4	259	279.10	3.2e-83	2.0e-86	Protein tyrosine and serine/threonine kinase
I-set	PF07679.19	CL0011	32	119	33	114	2	85	24.66	2.0e-05	1.2e-08	Immunoglobulin I-set domain
I-set	PF07679.19	CL0011	128	218	132	212	5	85	44.52	1.3e-11	8.0e-15	Immunoglobulin I-set domain
I-set	PF07679.19	CL0011	225	308	229	302	5	74	29.16	8.0e-07	4.9e-10	Immunoglobulin I-set domain
I-set	PF07679.19	CL0011	328	408	347	408	25	90	33.23	4.3e-08	2.7e-11	Immunoglobulin I-set domain
I-set	PF07679.19	CL0011	412	498	415	498	4	90	45.29	7.5e-12	4.6e-15	Immunoglobulin I-set domain
I-set	PF07679.19	CL0011	502	588	503	588	2	90	39.87	3.7e-10	2.2e-13	Immunoglobulin I-set domain
I-set	PF07679.19	CL0011	592	681	593	679	2	88	49.25	4.4e-13	2.7e-16	Immunoglobulin I-set domain
Ig_2	PF13895.9	CL0011	128	219	138	217	9	77	39.79	4.6e-10	2.8e-13	Immunoglobulin domain
Ig_2	PF13895.9	CL0011	324	408	331	408	9	79	28.92	1.1e-06	6.9e-10	Immunoglobulin domain
Ig_2	PF13895.9	CL0011	412	498	415	488	4	68	28.06	2.1e-06	1.3e-09	Immunoglobulin domain
Ig_2	PF13895.9	CL0011	503	588	518	588	15	79	32.56	8.3e-08	5.1e-11	Immunoglobulin domain
Ig_2	PF13895.9	CL0011	593	682	597	669	5	66	40.39	3.0e-10	1.8e-13	Immunoglobulin domain
ig	PF00047.28	CL0011	134	215	137	209	5	81	27.73	2.4e-06	1.5e-09	Immunoglobulin domain
ig	PF00047.28	CL0011	229	312	230	304	2	75	25.36	1.3e-05	8.2e-09	Immunoglobulin domain
ig	PF00047.28	CL0011	507	581	517	576	11	78	33.43	4.0e-08	2.5e-11	Immunoglobulin domain
ig	PF00047.28	CL0011	596	679	598	669	3	77	27.01	4.1e-06	2.5e-09	Immunoglobulin domain
Pkinase	PF00069.28	CL0016	796	1060	799	1058	4	259	136.98	8.1e-40	4.9e-43	Protein kinase domain
