Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
AAA_2	PF07724.17	CL0023	372	565	376	565	5	171	155.06	2.1e-45	1.2e-48	AAA domain (Cdc48 subfamily)
Ank_2	PF12796.10	CL0465	111	197	129	197	23	83	35.67	1.1e-08	6.0e-12	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	241	326	255	323	23	80	29.50	9.1e-07	5.1e-10	Ankyrin repeats (3 copies)
Ank_5	PF13857.9	CL0465	153	206	153	199	1	48	31.62	1.5e-07	8.7e-11	Ankyrin repeats (many copies)
Ank_5	PF13857.9	CL0465	247	306	257	306	7	56	30.09	4.7e-07	2.6e-10	Ankyrin repeats (many copies)
Ank	PF00023.33	CL0465	166	198	167	197	2	32	22.80	9.5e-05	5.3e-08	Ankyrin repeat
Ank	PF00023.33	CL0465	265	297	266	296	2	32	23.80	4.6e-05	2.6e-08	Ankyrin repeat
Ank_3	PF13606.9	CL0465	166	195	167	194	2	30	20.34	0.00054	3.0e-07	Ankyrin repeat
Ank_3	PF13606.9	CL0465	265	294	266	292	2	29	17.51	0.0045	2.5e-06	Ankyrin repeat
Ank_4	PF13637.9	CL0465	135	194	137	187	4	55	24.23	3.9e-05	2.2e-08	Ankyrin repeats (many copies)
ClpB_D2-small	PF10431.12	CL0671	571	651	574	647	4	77	36.85	3.1e-09	1.7e-12	C-terminal, D2-small domain, of ClpB protein
AAA_5	PF07728.17	CL0023	376	511	377	499	2	124	34.42	2.1e-08	1.1e-11	AAA domain (dynein-related subfamily)
AAA	PF00004.32	CL0023	377	518	378	507	2	120	31.48	2.2e-07	1.2e-10	ATPase family associated with various cellular activities (AAA)
Sigma54_activat	PF00158.29	CL0023	347	511	373	504	21	151	23.09	5.4e-05	3.0e-08	Sigma-54 interaction domain
Zeta_toxin	PF06414.15	CL0023	358	445	363	419	6	60	23.74	2.7e-05	1.5e-08	Zeta toxin
