Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
Acyl_transf_1	PF00698.24	CL0323	493	810	493	809	1	318	387.75	5.2e-116	3.4e-119	Acyl transferase domain
ketoacyl-synt	PF00109.29	CL0046	1	239	1	238	1	252	242.87	4.2e-72	2.8e-75	Beta-ketoacyl synthase, N-terminal domain
Thioesterase	PF00975.23	CL0028	2242	2501	2242	2500	1	229	225.10	1.4e-66	9.1e-70	Thioesterase domain
KR	PF08659.13	CL0063	1885	2065	1886	2064	2	179	160.62	3.8e-47	2.5e-50	KR domain
Ketoacyl-synt_C	PF02801.25	CL0046	243	360	243	359	1	118	128.59	1.3e-37	8.3e-41	Beta-ketoacyl synthase, C-terminal domain
KAsynt_C_assoc	PF16197.8	CL0046	362	472	362	472	1	112	120.79	4.1e-35	2.7e-38	Ketoacyl-synthetase C-terminal extension
PS-DH	PF14765.9	CL0050	865	1108	872	1065	27	250	65.13	6.5e-18	4.3e-21	Polyketide synthase dehydratase
ADH_zinc_N	PF00107.29	CL0063	1679	1816	1679	1814	1	128	62.75	3.5e-17	2.3e-20	Zinc-binding dehydrogenase
ADH_zinc_N_2	PF13602.9	CL0063	1715	1854	1720	1854	6	133	57.28	3.5e-15	2.3e-18	Zinc-binding dehydrogenase
PP-binding	PF00550.28	CL0314	2125	2192	2126	2187	2	60	38.94	8.4e-10	5.6e-13	Phosphopantetheine attachment site
Methyltransf_12	PF08242.15	CL0063	1243	1342	1244	1342	2	99	32.39	1.3e-07	8.6e-11	Methyltransferase domain
