Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
Ank_2	PF12796.10	CL0465	742	836	742	835	1	82	55.84	5.5e-15	2.0e-18	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	829	903	833	903	21	83	58.21	9.9e-16	3.5e-19	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	910	996	910	984	1	65	39.90	5.1e-10	1.8e-13	Ankyrin repeats (3 copies)
Ank_4	PF13637.9	CL0465	773	826	774	826	2	55	44.74	1.5e-11	5.2e-15	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	839	893	840	893	2	55	47.55	1.9e-12	6.8e-16	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	906	959	909	959	4	55	36.06	7.6e-09	2.7e-12	Ankyrin repeats (many copies)
Ank	PF00023.33	CL0465	772	803	774	800	3	29	19.14	0.0014	4.9e-07	Ankyrin repeat
Ank	PF00023.33	CL0465	805	837	806	834	2	30	15.14	0.025	8.9e-06	Ankyrin repeat
Ank	PF00023.33	CL0465	838	871	839	871	2	33	23.72	4.9e-05	1.7e-08	Ankyrin repeat
Ank	PF00023.33	CL0465	872	904	873	904	2	33	19.86	0.00081	2.9e-07	Ankyrin repeat
Ank	PF00023.33	CL0465	938	970	938	969	1	32	17.68	0.0039	1.4e-06	Ankyrin repeat
Ank_5	PF13857.9	CL0465	825	880	825	878	1	54	40.30	2.9e-10	1.0e-13	Ankyrin repeats (many copies)
Ank_5	PF13857.9	CL0465	858	908	858	905	1	48	29.34	8.0e-07	2.9e-10	Ankyrin repeats (many copies)
Ank_5	PF13857.9	CL0465	925	979	925	977	1	54	31.83	1.3e-07	4.7e-11	Ankyrin repeats (many copies)
Ank_3	PF13606.9	CL0465	772	801	772	800	1	30	18.59	0.002	7.1e-07	Ankyrin repeat
Ank_3	PF13606.9	CL0465	805	833	806	830	2	27	19.52	0.00099	3.5e-07	Ankyrin repeat
Ank_3	PF13606.9	CL0465	838	868	839	868	2	31	23.98	3.5e-05	1.2e-08	Ankyrin repeat
SET	PF00856.31	-	1137	1243	1137	1243	1	169	80.51	1.9e-22	6.9e-26	SET domain
Pre-SET	PF05033.19	-	1014	1118	1014	1118	1	110	61.02	1.6e-16	5.8e-20	Pre-SET motif
