Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
MKRN1_C	PF15815.8	-	392	482	392	482	1	91	155.83	2.5e-46	8.8e-50	E3 ubiquitin-protein ligase makorin, C-terminal
zf-CCCH_4	PF18044.4	CL0537	59	80	60	80	2	22	36.19	3.9e-09	1.4e-12	CCCH-type zinc finger
zf-CCCH_4	PF18044.4	CL0537	88	109	89	108	2	21	28.78	8.2e-07	2.9e-10	CCCH-type zinc finger
zf-CCCH_4	PF18044.4	CL0537	212	233	213	233	2	22	31.34	1.3e-07	4.6e-11	CCCH-type zinc finger
zf-CCCH	PF00642.27	CL0537	56	81	57	80	2	26	22.19	0.00011	3.8e-08	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
zf-CCCH	PF00642.27	CL0537	85	110	88	109	4	26	28.17	1.4e-06	5.0e-10	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
zf-CCCH	PF00642.27	CL0537	209	234	210	233	2	26	22.17	0.00011	3.8e-08	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
zf-CCCH_2	PF14608.9	CL0537	61	79	61	79	2	18	16.60	0.0096	3.4e-06	RNA-binding, Nab2-type zinc finger
zf-CCCH_2	PF14608.9	CL0537	90	108	90	108	2	18	10.90	0.6	0.00021	RNA-binding, Nab2-type zinc finger
zf-CCCH_2	PF14608.9	CL0537	213	233	214	233	2	19	17.54	0.0049	1.7e-06	RNA-binding, Nab2-type zinc finger
zf-CCCH_2	PF14608.9	CL0537	369	391	369	391	1	19	20.58	0.00053	1.9e-07	RNA-binding, Nab2-type zinc finger
zf-C3HC4	PF00097.28	CL0229	281	334	281	334	1	41	29.74	4.6e-07	1.6e-10	Zinc finger, C3HC4 type (RING finger)
