Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
BRCT	PF00533.29	CL0459	102	176	105	175	5	78	44.12	2.1e-11	6.5e-15	BRCA1 C Terminus (BRCT) domain
BRCT	PF00533.29	CL0459	195	271	195	271	1	79	68.01	7.4e-19	2.3e-22	BRCA1 C Terminus (BRCT) domain
BRCT	PF00533.29	CL0459	354	431	355	431	2	79	46.00	5.5e-12	1.7e-15	BRCA1 C Terminus (BRCT) domain
BRCT	PF00533.29	CL0459	641	724	643	723	3	77	39.23	7.1e-10	2.2e-13	BRCA1 C Terminus (BRCT) domain
BRCT	PF00533.29	CL0459	900	978	902	977	3	78	44.08	2.2e-11	6.7e-15	BRCA1 C Terminus (BRCT) domain
BRCT	PF00533.29	CL0459	1260	1338	1265	1337	6	78	38.72	1.0e-09	3.1e-13	BRCA1 C Terminus (BRCT) domain
PTCB-BRCT	PF12738.10	CL0459	109	171	109	171	1	63	37.68	1.7e-09	5.1e-13	twin BRCT domain
PTCB-BRCT	PF12738.10	CL0459	203	266	204	266	2	63	65.64	3.1e-18	9.4e-22	twin BRCT domain
PTCB-BRCT	PF12738.10	CL0459	649	720	650	720	2	63	38.43	9.7e-10	2.9e-13	twin BRCT domain
BRCT_2	PF16589.8	CL0459	355	443	357	442	3	84	34.14	2.8e-08	8.7e-12	BRCT domain, a BRCA1 C-terminus domain
