Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
Arm	PF00514.26	CL0020	115	157	116	157	2	41	40.55	1.9e-10	6.7e-14	Armadillo/beta-catenin-like repeat
Arm	PF00514.26	CL0020	161	199	163	198	5	40	46.23	3.0e-12	1.1e-15	Armadillo/beta-catenin-like repeat
Arm	PF00514.26	CL0020	201	242	201	242	1	41	43.59	2.1e-11	7.4e-15	Armadillo/beta-catenin-like repeat
Arm	PF00514.26	CL0020	252	284	255	283	12	40	24.90	1.6e-05	5.7e-09	Armadillo/beta-catenin-like repeat
Arm	PF00514.26	CL0020	286	326	287	325	2	40	33.85	2.4e-08	8.6e-12	Armadillo/beta-catenin-like repeat
Arm	PF00514.26	CL0020	328	368	331	368	4	41	43.48	2.2e-11	8.0e-15	Armadillo/beta-catenin-like repeat
Arm	PF00514.26	CL0020	370	410	371	409	2	40	34.51	1.5e-08	5.3e-12	Armadillo/beta-catenin-like repeat
Arm	PF00514.26	CL0020	413	453	413	452	1	40	30.38	3.0e-07	1.1e-10	Armadillo/beta-catenin-like repeat
IBB	PF01749.23	CL0020	13	105	13	105	1	89	91.90	2.9e-26	1.0e-29	Importin beta binding domain
HEAT_EZ	PF13513.9	CL0020	143	197	144	197	3	55	32.98	7.1e-08	2.5e-11	HEAT-like repeat
HEAT_2	PF13646.9	CL0020	129	238	131	237	3	87	34.72	1.9e-08	6.7e-12	HEAT repeats
Arm_3	PF16186.8	CL0020	467	524	467	513	1	48	77.89	3.4e-22	1.2e-25	Atypical Arm repeat
HEAT	PF02985.25	CL0020	171	199	172	198	2	28	20.60	0.00038	1.3e-07	HEAT repeat
