Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
RNA_pol_Rpb1_1	PF04997.15	-	15	354	16	354	2	312	363.77	8.6e-109	3.5e-112	RNA polymerase Rpb1, domain 1
RNA_pol_Rpb1_5	PF04998.20	-	830	1427	830	1425	1	265	336.80	9.7e-101	4.0e-104	RNA polymerase Rpb1, domain 5
RNA_pol_Rpb1_2	PF00623.23	-	356	521	356	521	1	166	248.71	3.4e-74	1.4e-77	RNA polymerase Rpb1, domain 2
RNA_pol_Rpb1_6	PF04992.17	-	896	1079	896	1079	1	189	228.61	5.5e-68	2.2e-71	RNA polymerase Rpb1, domain 6
RNA_pol_Rpb1_7	PF04990.15	-	1164	1299	1164	1299	1	135	183.76	1.6e-54	6.5e-58	RNA polymerase Rpb1, domain 7
RNA_pol_Rpb1_3	PF04983.21	-	524	692	525	691	2	156	167.74	1.9e-49	7.7e-53	RNA polymerase Rpb1, domain 3
RNA_pol_Rpb1_4	PF05000.20	-	716	823	718	823	2	108	128.57	9.7e-38	3.9e-41	RNA polymerase Rpb1, domain 4
RNA_pol_Rpb1_R	PF05001.16	-	1616	1629	1616	1629	1	14	11.03	0.47	0.00019	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1630	1643	1630	1643	1	14	13.57	0.074	3.0e-05	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1637	1650	1637	1650	1	14	10.73	0.59	0.00024	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1644	1657	1644	1657	1	14	10.77	0.57	0.00023	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1651	1664	1651	1664	1	14	10.71	0.6	0.00024	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1658	1671	1658	1671	1	14	10.74	0.58	0.00024	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1665	1678	1665	1678	1	14	10.71	0.6	0.00024	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1672	1685	1672	1685	1	14	10.72	0.59	0.00024	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1679	1692	1679	1692	1	14	10.67	0.62	0.00025	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1686	1699	1686	1699	1	14	10.70	0.6	0.00025	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1693	1706	1693	1706	1	14	10.65	0.62	0.00025	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1700	1713	1700	1713	1	14	10.68	0.61	0.00025	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1707	1720	1707	1720	1	14	10.67	0.61	0.00025	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1714	1727	1714	1727	1	14	10.72	0.59	0.00024	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1721	1734	1721	1734	1	14	10.64	0.63	0.00026	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1728	1741	1728	1741	1	14	10.68	0.61	0.00025	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1735	1748	1735	1748	1	14	12.85	0.12	5.1e-05	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1742	1755	1742	1755	1	14	15.73	0.015	6.2e-06	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1749	1762	1749	1762	1	14	12.10	0.22	8.8e-05	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1757	1769	1757	1769	2	14	9.55	1.4	0.00057	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1763	1776	1763	1776	1	14	13.15	0.1	4.1e-05	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1770	1783	1770	1783	1	14	14.29	0.044	1.8e-05	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	1777	1790	1778	1790	2	14	11.80	0.27	0.00011	RNA polymerase Rpb1 C-terminal repeat
