Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
NAD2	PF18782.4	CL0109	10	189	10	189	1	179	265.98	2.0e-79	1.0e-82	Novel AID APOBEC clade 2
NAD2	PF18782.4	CL0109	191	377	192	377	2	179	253.71	1.2e-75	6.0e-79	Novel AID APOBEC clade 2
APOBEC2	PF18772.4	CL0109	12	190	12	190	1	174	236.67	1.7e-70	8.6e-74	APOBEC2
APOBEC2	PF18772.4	CL0109	193	378	193	378	1	174	193.09	4.1e-57	2.1e-60	APOBEC2
NAD1	PF18778.4	CL0109	10	189	10	189	1	174	204.28	1.6e-60	8.2e-64	Novel AID APOBEC clade 1
NAD1	PF18778.4	CL0109	191	377	192	377	2	174	190.69	2.4e-56	1.2e-59	Novel AID APOBEC clade 1
APOBEC_N	PF08210.14	CL0109	17	187	18	187	2	175	162.04	1.4e-47	7.2e-51	APOBEC-like N-terminal domain
APOBEC_N	PF08210.14	CL0109	198	375	198	374	1	174	174.50	2.1e-51	1.1e-54	APOBEC-like N-terminal domain
SNAD4	PF18750.4	CL0109	37	159	40	159	2	116	140.26	3.1e-41	1.6e-44	Secreted Novel AID/APOBEC-like Deaminase 4
SNAD4	PF18750.4	CL0109	232	347	252	347	23	116	115.52	1.4e-33	7.3e-37	Secreted Novel AID/APOBEC-like Deaminase 4
APOBEC3	PF18771.4	CL0109	28	169	32	168	5	134	115.22	2.5e-33	1.3e-36	APOBEC3
APOBEC3	PF18771.4	CL0109	209	357	211	356	3	134	119.60	1.1e-34	5.6e-38	APOBEC3
APOBEC_C	PF05240.17	CL0109	112	189	112	189	1	78	110.17	4.2e-32	2.2e-35	APOBEC-like C-terminal domain
APOBEC_C	PF05240.17	CL0109	301	377	302	377	2	78	97.74	3.2e-28	1.6e-31	APOBEC-like C-terminal domain
APOBEC4_like	PF18774.4	CL0109	35	163	60	161	31	130	84.11	8.5e-24	4.3e-27	APOBEC4-like -AID/APOBEC-deaminase
APOBEC4_like	PF18774.4	CL0109	228	351	252	349	36	130	62.97	2.9e-17	1.5e-20	APOBEC4-like -AID/APOBEC-deaminase
APOBEC4	PF18775.4	CL0109	88	161	88	161	1	74	67.46	9.5e-19	4.8e-22	APOBEC4
APOBEC4	PF18775.4	CL0109	275	349	275	349	1	74	47.93	1.2e-12	6.0e-16	APOBEC4
APOBEC1	PF18769.4	CL0109	50	148	63	148	15	101	67.24	1.2e-18	6.1e-22	APOBEC1
APOBEC1	PF18769.4	CL0109	244	336	252	336	17	101	45.71	6.2e-12	3.1e-15	APOBEC1
