Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
Kelch_1	PF01344.28	CL0186	336	386	336	386	1	46	40.73	1.4e-10	5.6e-14	Kelch motif
Kelch_1	PF01344.28	CL0186	388	433	389	433	2	46	39.94	2.4e-10	9.9e-14	Kelch motif
Kelch_1	PF01344.28	CL0186	435	480	437	479	3	45	34.48	1.2e-08	5.0e-12	Kelch motif
Kelch_1	PF01344.28	CL0186	483	532	483	531	2	45	31.61	9.7e-08	3.9e-11	Kelch motif
Kelch_1	PF01344.28	CL0186	536	581	537	577	4	42	31.72	9.0e-08	3.6e-11	Kelch motif
Kelch_6	PF13964.9	CL0186	336	389	336	388	1	49	30.98	2.3e-07	9.3e-11	Kelch motif
Kelch_6	PF13964.9	CL0186	435	484	435	480	1	47	28.62	1.3e-06	5.2e-10	Kelch motif
BACK	PF07707.18	CL0033	154	255	154	255	1	103	90.54	6.4e-26	2.6e-29	BTB And C-terminal Kelch
BTB	PF00651.34	CL0033	40	148	40	146	1	108	84.74	5.2e-24	2.1e-27	BTB/POZ domain
Kelch_3	PF13415.9	CL0186	445	491	445	490	1	48	25.95	9.1e-06	3.7e-09	Galactose oxidase, central domain
Kelch_4	PF13418.9	CL0186	336	387	336	385	1	47	20.06	0.00051	2.1e-07	Galactose oxidase, central domain
