Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
CHDCT2	PF08074.14	-	1736	1882	1737	1882	2	146	255.76	1.3e-76	6.5e-80	CHDCT2 (NUC038) domain
SNF2-rel_dom	PF00176.26	CL0023	739	1035	755	1034	47	317	218.02	1.5e-64	7.8e-68	SNF2-related domain
CHDII_SANT-like	PF06461.14	-	1376	1517	1379	1516	4	137	208.10	4.5e-62	2.3e-65	CHD subfamily II, SANT-like domain
CHDNT	PF08073.15	CL0114	148	201	148	201	1	54	90.16	6.2e-26	3.1e-29	CHDNT (NUC034) domain
DUF1087	PF06465.16	-	1295	1356	1298	1356	3	65	85.43	2.2e-24	1.1e-27	CHD subfamily II, DUF1087
Helicase_C	PF00271.34	CL0023	1060	1174	1062	1174	3	111	75.62	3.9e-21	2.0e-24	Helicase conserved C-terminal domain
PHD	PF00628.32	CL0390	381	426	381	425	1	51	41.43	1.0e-10	5.3e-14	PHD-finger
PHD	PF00628.32	CL0390	458	503	458	502	1	51	37.36	1.9e-09	9.9e-13	PHD-finger
Chromo	PF00385.27	CL0049	631	683	632	682	2	53	53.08	2.4e-14	1.2e-17	Chromo (CHRromatin Organisation MOdifier) domain
ResIII	PF04851.18	CL0023	733	916	736	914	4	169	33.38	4.6e-08	2.3e-11	Type III restriction enzyme, res subunit
HDA2-3	PF11496.11	CL0023	976	1210	984	1198	24	247	28.12	1.2e-06	5.9e-10	Class II histone deacetylase complex subunits 2 and 3
