Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
KI67R	PF08065.15	-	1001	1112	1001	1112	1	112	173.13	2.4e-51	3.6e-55	KI67R (NUC007) repeat
KI67R	PF08065.15	-	1123	1234	1123	1234	1	112	159.92	3.0e-47	4.5e-51	KI67R (NUC007) repeat
KI67R	PF08065.15	-	1245	1356	1245	1356	1	112	156.09	4.6e-46	7.0e-50	KI67R (NUC007) repeat
KI67R	PF08065.15	-	1367	1477	1367	1477	1	112	156.99	2.4e-46	3.7e-50	KI67R (NUC007) repeat
KI67R	PF08065.15	-	1488	1597	1488	1597	1	111	150.83	2.0e-44	3.0e-48	KI67R (NUC007) repeat
KI67R	PF08065.15	-	1609	1720	1609	1720	1	112	155.18	8.8e-46	1.3e-49	KI67R (NUC007) repeat
KI67R	PF08065.15	-	1731	1842	1731	1842	1	112	133.59	4.5e-39	6.8e-43	KI67R (NUC007) repeat
KI67R	PF08065.15	-	1852	1964	1854	1964	2	112	147.59	2.0e-43	3.1e-47	KI67R (NUC007) repeat
KI67R	PF08065.15	-	1975	2086	1975	2086	1	112	161.76	8.0e-48	1.2e-51	KI67R (NUC007) repeat
KI67R	PF08065.15	-	2097	2204	2097	2204	1	112	154.21	1.8e-45	2.7e-49	KI67R (NUC007) repeat
KI67R	PF08065.15	-	2215	2326	2215	2326	1	112	154.34	1.6e-45	2.5e-49	KI67R (NUC007) repeat
KI67R	PF08065.15	-	2336	2447	2336	2447	1	112	153.18	3.7e-45	5.6e-49	KI67R (NUC007) repeat
KI67R	PF08065.15	-	2458	2569	2458	2569	1	112	148.17	1.3e-43	2.0e-47	KI67R (NUC007) repeat
KI67R	PF08065.15	-	2580	2688	2580	2688	1	111	119.01	1.5e-34	2.3e-38	KI67R (NUC007) repeat
KI67R	PF08065.15	-	2700	2806	2700	2804	1	106	123.53	5.9e-36	9.0e-40	KI67R (NUC007) repeat
KI67R	PF08065.15	-	2819	2928	2819	2928	1	112	140.52	3.1e-41	4.8e-45	KI67R (NUC007) repeat
FHA	PF00498.29	CL0357	27	91	27	90	1	68	52.84	4.0e-14	6.1e-18	FHA domain
PP1_bind	PF15276.9	-	502	558	502	553	1	53	49.39	4.3e-13	6.5e-17	Protein phosphatase 1 binding
