Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
RCC1	PF00415.21	CL0186	513	566	514	566	2	50	48.01	1.5e-12	6.2e-16	Regulator of chromosome condensation (RCC1) repeat
RCC1	PF00415.21	CL0186	569	615	569	612	1	44	51.82	9.8e-14	4.0e-17	Regulator of chromosome condensation (RCC1) repeat
RCC1	PF00415.21	CL0186	623	672	623	672	1	50	46.25	5.4e-12	2.2e-15	Regulator of chromosome condensation (RCC1) repeat
RCC1	PF00415.21	CL0186	675	724	675	724	1	50	55.76	5.7e-15	2.3e-18	Regulator of chromosome condensation (RCC1) repeat
RCC1	PF00415.21	CL0186	3010	3062	3010	3062	1	50	30.55	4.3e-07	1.7e-10	Regulator of chromosome condensation (RCC1) repeat
RCC1	PF00415.21	CL0186	3065	3114	3065	3114	1	50	49.34	5.8e-13	2.4e-16	Regulator of chromosome condensation (RCC1) repeat
RCC1	PF00415.21	CL0186	3117	3162	3117	3160	1	44	45.73	7.8e-12	3.2e-15	Regulator of chromosome condensation (RCC1) repeat
RCC1	PF00415.21	CL0186	3171	3220	3171	3220	1	50	47.34	2.5e-12	1.0e-15	Regulator of chromosome condensation (RCC1) repeat
RCC1	PF00415.21	CL0186	3223	3272	3223	3272	1	50	46.29	5.2e-12	2.1e-15	Regulator of chromosome condensation (RCC1) repeat
RCC1	PF00415.21	CL0186	3275	3324	3275	3323	1	49	54.28	1.7e-14	6.8e-18	Regulator of chromosome condensation (RCC1) repeat
RCC1	PF00415.21	CL0186	4003	4054	4003	4054	1	50	26.96	5.7e-06	2.3e-09	Regulator of chromosome condensation (RCC1) repeat
RCC1	PF00415.21	CL0186	4057	4106	4057	4106	1	50	46.35	5.0e-12	2.0e-15	Regulator of chromosome condensation (RCC1) repeat
RCC1	PF00415.21	CL0186	4109	4154	4110	4152	2	44	47.05	3.0e-12	1.2e-15	Regulator of chromosome condensation (RCC1) repeat
RCC1	PF00415.21	CL0186	4163	4212	4163	4212	1	50	47.02	3.1e-12	1.3e-15	Regulator of chromosome condensation (RCC1) repeat
RCC1	PF00415.21	CL0186	4215	4264	4215	4263	1	49	47.19	2.7e-12	1.1e-15	Regulator of chromosome condensation (RCC1) repeat
RCC1	PF00415.21	CL0186	4267	4316	4267	4315	1	49	52.17	7.6e-14	3.1e-17	Regulator of chromosome condensation (RCC1) repeat
RCC1_2	PF13540.9	CL0186	553	582	553	581	1	29	22.59	7.2e-05	2.9e-08	Regulator of chromosome condensation (RCC1) repeat
RCC1_2	PF13540.9	CL0186	659	688	659	683	1	25	23.17	4.7e-05	1.9e-08	Regulator of chromosome condensation (RCC1) repeat
RCC1_2	PF13540.9	CL0186	711	739	711	737	1	27	28.23	1.2e-06	5.0e-10	Regulator of chromosome condensation (RCC1) repeat
RCC1_2	PF13540.9	CL0186	3101	3130	3101	3129	1	29	32.79	4.5e-08	1.8e-11	Regulator of chromosome condensation (RCC1) repeat
RCC1_2	PF13540.9	CL0186	3259	3288	3259	3288	1	30	31.10	1.5e-07	6.3e-11	Regulator of chromosome condensation (RCC1) repeat
RCC1_2	PF13540.9	CL0186	4039	4069	4042	4066	2	26	22.26	9.1e-05	3.7e-08	Regulator of chromosome condensation (RCC1) repeat
RCC1_2	PF13540.9	CL0186	4199	4227	4199	4224	1	26	23.47	3.8e-05	1.6e-08	Regulator of chromosome condensation (RCC1) repeat
RCC1_2	PF13540.9	CL0186	4251	4280	4251	4280	1	30	29.79	4.0e-07	1.6e-10	Regulator of chromosome condensation (RCC1) repeat
HECT	PF00632.28	CL0552	4487	4793	4518	4789	25	301	200.93	3.4e-59	1.4e-62	HECT-domain (ubiquitin-transferase)
Cul7	PF11515.11	CL0049	2554	2631	2554	2630	1	77	127.99	1.4e-37	5.7e-41	Mouse development and cellular proliferation protein Cullin-7
MIB_HERC2	PF06701.16	-	1870	1930	1870	1929	1	65	77.55	6.2e-22	2.5e-25	Mib_herc2
Cyt-b5	PF00173.31	-	1211	1283	1212	1282	2	74	37.67	1.9e-09	7.7e-13	Cytochrome b5-like Heme/Steroid binding domain
ZZ	PF00569.20	CL0006	2702	2746	2702	2742	1	41	37.40	1.8e-09	7.2e-13	Zinc finger, ZZ type
ANAPC10	PF03256.19	CL0202	2782	2923	2803	2870	48	115	22.56	7.6e-05	3.1e-08	Anaphase-promoting complex, subunit 10 (APC10)
