Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
SH3_1	PF00018.31	CL0010	8	53	8	53	1	48	50.01	1.8e-13	5.4e-17	SH3 domain
SH3_1	PF00018.31	CL0010	112	157	113	157	2	48	45.03	6.4e-12	1.9e-15	SH3 domain
SH3_1	PF00018.31	CL0010	196	244	196	244	1	48	55.05	4.7e-15	1.4e-18	SH3 domain
SH3_9	PF14604.9	CL0010	9	57	9	57	1	49	34.60	1.5e-08	4.5e-12	Variant SH3 domain
SH3_9	PF14604.9	CL0010	113	161	113	161	1	49	47.08	1.9e-12	5.7e-16	Variant SH3 domain
SH3_9	PF14604.9	CL0010	197	248	197	248	1	49	48.02	9.4e-13	2.9e-16	Variant SH3 domain
SH3_2	PF07653.20	CL0010	6	58	7	57	2	55	29.25	6.2e-07	1.9e-10	Variant SH3 domain
SH3_2	PF07653.20	CL0010	111	163	113	162	4	56	43.91	1.6e-11	5.0e-15	Variant SH3 domain
SH3_2	PF07653.20	CL0010	194	250	197	248	4	55	37.26	2.0e-09	6.0e-13	Variant SH3 domain
SH2	PF00017.27	CL0541	282	356	282	356	1	77	82.84	1.5e-23	4.4e-27	SH2 domain
