UniProt,PFAM,Count
A0A024R1N1,Myosin_N,1
A0A024R1N1,Myosin_head,1
A0A024R1N1,Myosin_tail_1,1
A0A024R2I7,SAP,1
A0A024R2I7,zf-C3HC4,1
A0A024R2I7,zf-C3HC4_2,1
A0A024R2L1,DUF3337,1
A0A024R2L1,WD40,4
A0A087WVQ6,Clathrin,7
A0A087WVQ6,Clathrin-link,1
A0A087WVQ6,Clathrin_H_link,1
A0A087WVQ6,Clathrin_propel,5
A0A2R8Y804,Arm,4
A7E2D8,ATP_Ca_trans_C,1
A7E2D8,Cation_ATPase,1
A7E2D8,Cation_ATPase_C,1
A7E2D8,Cation_ATPase_N,1
A7E2D8,E1-E2_ATPase,2
A7E2D8,Hydrolase,1
A7E2D8,Hydrolase_3,1
B0YIW2,Apo-CIII,1
C9K028,NDK,1
F5GWF6,Cpn60_TCP1,1
F8VQQ8,UQ_con,1
H3BQJ5,CARD,1
H3BRU6,KH_1,3
H3BRU6,KH_2,1
K7EN27,DJ-1_PfpI,1
O00213,PID,2
O00213,WW,1
O00505,Arm,8
O00505,Arm_3,1
O00505,HEAT_2,1
O00505,HEAT_EZ,1
O00505,IBB,1
O14508,SH2,1
O14508,SOCS_box,1
O15379,Hist_deacetyl,1
O60934,FHA,1
O60934,NIBRIN_BRCT_II,1
O60934,Nbs1_C,1
O75146,ANTH,1
O75146,HIP1_clath_bdg,1
O75146,I_LWEQ,1
O95104,CID,1
O95104,RRM_1,1
O95373,Cse1,1
O95373,IBN_N,1
O95429,BAG,1
O95714,ANAPC10,1
O95714,Cul7,1
O95714,Cyt-b5,1
O95714,HECT,1
O95714,MIB_HERC2,1
O95714,RCC1,16
O95714,RCC1_2,8
O95714,ZZ,1
O95999,CARD,1
P04275,C8,4
P04275,TIL,4
P04275,VWA,3
P04275,VWA_2,2
P04275,VWA_N2,1
P04275,VWC,3
P04275,VWD,4
P04637,P53,1
P04637,P53_TAD,1
P04637,P53_tetramer,1
P04637,TAD2,1
P08123,COLFI,1
P08123,Collagen,6
P09429,HMG_box,2
P09429,HMG_box_2,2
P0DMV9,HSP70,1
P0DMV9,MreB_Mbl,1
P10636,Tubulin-binding,4
P10909,Clusterin,1
P11388,DNA_gyraseB,1
P11388,DNA_topoisoIV,1
P11388,DTHCT,1
P11388,HATPase_c,1
P11388,TOPRIM_C,1
P11388,Toprim,1
P13010,Ku,1
P13010,Ku_C,1
P13010,Ku_N,1
P13010,Ku_PK_bind,1
P14625,HATPase_c,1
P14625,HATPase_c_3,1
P14625,HSP90,1
P16989,CSD,1
P17480,HMG_box,4
P17480,HMG_box_2,2
P17480,HMG_box_5,1
P17987,Cpn60_TCP1,1
P18074,DEAD_2,1
P18074,HBB,1
P18074,Helicase_C_2,1
P22087,Fibrillarin,1
P23284,Pro_isomerase,1
P26196,DEAD,1
P26196,Helicase_C,1
P26368,RRM_1,3
P27797,Calreticulin,2
P28715,XPG_I,1
P28715,XPG_N,1
P29350,SH2,2
P29350,Y_phosphatase,1
P35269,TFIIF_alpha,1
P35609,CAMSAP_CH,1
P35609,CH,2
P35609,EFhand_Ca_insen,1
P35609,Spectrin,4
P35869,HLH,1
P35869,PAS,1
P35869,PAS_11,1
P35869,PAS_3,1
P36873,Metallophos,1
P36873,STPPase_N,1
P38432,Coilin_N,1
P40855,Pex19,1
P41091,GTP_EFTU,1
P41091,GTP_EFTU_D2,1
P41091,eIF2_C,1
P42345,DUF3385,1
P42345,FAT,1
P42345,FATC,1
P42345,FRB_dom,1
P42345,PI3_PI4_kinase,1
P46777,Ribosomal_L18_c,1
P46777,Ribosomal_L5e,1
P46939,CH,2
P46939,EF-hand_2,1
P46939,EF-hand_3,1
P46939,Spectrin,10
P46939,ZZ,1
P49792,IR1-M,2
P49792,Pro_isomerase,1
P49792,Ran_BP1,4
P49792,zf-RanBP,8
P49841,PK_Tyr_Ser-Thr,1
P49841,Pkinase,1
P54725,UBA,2
P54725,XPC-binding,1
P54725,ubiquitin,1
P61604,Cpn10,1
P62258,14-3-3,1
P62633,zf-CCHC,7
P62633,zf-CCHC_3,2
P62633,zf-CCHC_4,6
P62826,Arf,1
P62826,Ras,1
P62826,Roc,1
P62987,Rad60-SLD,1
P62987,Ribosomal_L40e,1
P62987,Ubiquitin_2,1
P62987,ubiquitin,1
P63167,Dynein_light,1
P63208,Skp1,1
P63208,Skp1_POZ,1
P63220,Ribosomal_S21e,1
P68400,APH,1
P68400,PK_Tyr_Ser-Thr,1
P68400,Pkinase,1
P78344,MA3,1
P78344,MIF4G,1
P78344,W2,1
P98082,PID,1
Q02880,DNA_gyraseB,1
Q02880,DNA_topoisoIV,1
Q02880,DTHCT,1
Q02880,HATPase_c,1
Q02880,TOPRIM_C,1
Q02880,Toprim,1
Q05655,C1_1,2
Q05655,PK_Tyr_Ser-Thr,1
Q05655,Pkinase,1
Q05655,Pkinase_C,1
Q06609,AAA_25,1
Q06609,HHH_5,1
Q06609,Rad51,1
Q06609,RecA,1
Q07666,KH_1,1
Q07666,Qua1,1
Q07666,Sam68-YY,1
Q12933,TRAF_BIRC3_bd,1
Q12933,zf-C3HC4,1
Q12933,zf-TRAF,1
Q13049,NHL,3
Q13049,zf-C3HC4,1
Q13049,zf-RING_2,1
Q13049,zf-RING_5,1
Q13049,zf-RING_UBOX,1
Q13131,AdenylateSensor,1
Q13131,PK_Tyr_Ser-Thr,1
Q13131,Pkinase,1
Q13190,SNARE,1
Q13190,Syntaxin-5_N,1
Q13263,PHD,1
Q13263,zf-B_box,2
Q13263,zf-RING_5,1
Q13283,NTF2,1
Q13283,RRM_1,1
Q13443,ADAM_CR,1
Q13443,Disintegrin,1
Q13443,Pep_M12B_propep,1
