UniProt,PFAM,Count
A0A0A0MRH8,Helicase_C,1
A0A0A0MRH8,SNF2-rel_dom,1
A3KMH1,AAA_5,3
A4D1E9,FeoB_N,1
A4D1E9,GTP1_OBG,1
A4D1E9,MMR_HSR1,1
A8MPP1,DEAD_2,1
A8MPP1,Helicase_C_2,1
B3KW56,PCI,1
B3KW56,eIF3_N,1
E7EV27,C2,1
O00178,GTP_EFTU,1
O00213,PID,2
O00213,WW,1
O00273,CIDE-N,1
O00273,DFF-C,1
O00567,NOP5NT,1
O00567,Nop,1
O14558,Crystallin,1
O14558,HSP20,1
O14964,FYVE,1
O14964,Hrs_helical,1
O14964,VHS,1
O15020,CH,2
O15020,PH,1
O15020,PH_9,1
O15020,Spectrin,17
O15131,Arm,8
O15131,Arm_3,1
O15131,HEAT,1
O15131,HEAT_2,1
O15131,HEAT_EZ,1
O15131,IBB,1
O15213,BING4CT,1
O15235,Ribosom_S12_S23,1
O15381,AAA,2
O15381,AAA_lid_3,2
O15381,Nucleolin_bd,1
O15381,RuvB_N,1
O15427,MFS_1,1
O15514,RNA_pol_Rpb4,1
O15533,C1-set,1
O43148,Methyltransf_11,1
O43148,Methyltransf_23,1
O43148,Methyltransf_25,1
O43148,Methyltransf_31,1
O43148,Pox_MCEL,1
O43172,PRP4,1
O43172,WD40,6
O43395,DUF1115,1
O43395,PRP3,1
O43395,PWI,1
O43464,PDZ,1
O43464,PDZ_2,1
O43464,PDZ_6,1
O43464,Peptidase_M50,1
O43464,Trypsin,1
O43464,Trypsin_2,1
O43542,AAA_25,1
O43542,Rad51,1
O43663,MAP65_ASE1,1
O43684,WD40,3
O43731,ER_lumen_recept,1
O43747,Adaptin_N,1
O43747,Alpha_adaptinC2,1
O43747,Cnd1,1
O43808,Mito_carr,3
O60306,AAA_11,1
O60306,AAA_12,1
O60306,AAA_19,1
O60306,Aquarius_N,1
O60306,ResIII,1
O60333,DUF3694,1
O60333,FHA,1
O60333,KIF1B,1
O60333,Kinesin,1
O60333,Kinesin_assoc,1
O60333,Microtub_bd,1
O60333,PH,1
O60341,Amino_oxidase,1
O60341,DAO,1
O60341,FAD_binding_2,1
O60341,NAD_binding_8,1
O60341,Pyr_redox,1
O60341,SWIRM,1
O60353,Frizzled,1
O60353,Fz,1
O60664,Perilipin,1
O60826,CCDC22,1
O60841,GTP_EFTU,1
O60841,GTP_EFTU_D2,1
O60841,IF-2,1
O60841,MMR_HSR1,1
O60925,Prefoldin_2,1
O75027,ABC_membrane,1
O75027,ABC_tran,1
O75116,PK_Tyr_Ser-Thr,1
O75116,Pkinase,1
O75116,Rho_Binding,1
O75127,PPR,2
O75127,PPR_2,1
O75127,PPR_3,3
O75127,PPR_long,1
O75153,CLU,1
O75153,CLU_N,1
O75153,TPR_10,1
O75153,TPR_12,3
O75153,TPR_MalT,1
O75153,eIF3_p135,1
O75251,Oxidored_q6,1
O75369,CH,2
O75369,Filamin,23
O75396,Longin,1
O75396,Synaptobrevin,1
O75419,CDC45,3
O75475,LEDGF,1
O75475,PWWP,1
O75604,UCH,1
O75604,UCH_1,1
O75683,SURF6,1
O75694,Nucleoporin_C,1
O75694,Nucleoporin_N,1
O75695,TBCC,1
O75800,zf-MYND,1
O75817,Alba,1
O75817,Rpp20,1
O75818,Ribonuc_P_40,1
O75953,DnaJ,1
O75953,DnaJ_C,1
O76021,Ribosomal_L1,1
O94761,DEAD,1
O94761,Drc1-Sld2,1
O94761,Helicase_C,1
O94762,DEAD,1
O94762,Helicase_C,1
O94762,RecQ5,1
O94762,RecQ_Zn_bind,1
O94762,ResIII,1
O95251,MOZ_SAS,1
O95251,zf-C2HC,1
O95251,zf-MYST,1
O95347,AAA_15,1
O95347,SMC_N,2
O95347,SMC_hinge,1
O95363,FDX-ACB,1
O95363,tRNA-synt_2d,2
O95400,GYF,1
O95453,CAF1,1
O95453,RNA_bind,1
O95456,PAC1,1
O95477,AAA_21,1
O95477,ABC2_membrane_3,2
O95477,ABC_tran,2
O95714,ANAPC10,1
O95714,Cul7,1
O95714,Cyt-b5,1
O95714,HECT,1
O95714,MIB_HERC2,1
O95714,RCC1,16
O95714,RCC1_2,8
O95714,ZZ,1
O95782,Adaptin_N,1
O95782,Alpha_adaptinC2,1
O95782,Alpha_adaptin_C,1
O95793,Staufen_C,1
O95793,dsrm,3
O95900,TruB_N,1
O95999,CARD,1
O96008,Porin_3,1
O96013,PBD,1
O96013,PK_Tyr_Ser-Thr,1
O96013,Pkinase,1
P00519,F_actin_bind,1
P00519,PK_Tyr_Ser-Thr,1
P00519,Pkinase,1
P00519,SH2,1
P00519,SH3_1,1
P00519,SH3_2,1
P00519,SH3_9,1
P00966,Arginosuc_synth,1
P01889,C1-set,1
P01889,MHC_I,1
P01889,MHC_I_C,1
P02649,Apolipoprotein,1
P02743,Pentaxin,1
P04003,C4bp_oligo,1
P04003,Sushi,8
P04818,Thymidylat_synt,1
P04844,Ribophorin_II,1
P05067,APP_Cu_bd,1
P05067,APP_E2,1
P05067,APP_N,1
P05067,APP_amyloid,1
P05067,Beta-APP,1
P05067,Kunitz_BPTI,1
P05198,EIF_2_alpha,1
P05198,S1,1
P05412,Jun,1
P05412,bZIP_1,1
P05412,bZIP_2,1
P05412,bZIP_Maf,1
P06239,PK_Tyr_Ser-Thr,1
P06239,Pkinase,1
P06239,SH2,1
P06239,SH3_1,1
P06239,SH3_2,1
P06241,PK_Tyr_Ser-Thr,1
P06241,Pkinase,1
P06241,SH2,1
P06241,SH3_1,1
P06241,SH3_2,1
P06241,SH3_9,1
P07948,PK_Tyr_Ser-Thr,1
P07948,Pkinase,1
P07948,SH2,1
P07948,SH3_1,1
P07948,SH3_2,1
P08237,PFK,2
P09874,BRCT,1
P09874,PADR1,1
P09874,PARP,1
P09874,PARP_reg,1
P09874,WGR,1
P09874,zf-PARP,2
P0DMV8,HSP70,1
P0DMV8,MreB_Mbl,1
P0DMV9,HSP70,1
P0DMV9,MreB_Mbl,1
P10599,Thioredoxin,1
P11171,4_1_CTD,1
P11171,FA,1
P11171,FERM_C,1
P11171,FERM_M,1
P11171,FERM_N,1
P11171,SAB,1
P11388,DNA_gyraseB,1
P11388,DNA_topoisoIV,1
P11388,DTHCT,1
P11388,HATPase_c,1
P11388,TOPRIM_C,1
P11388,Toprim,1
P11802,APH,1
P11802,PK_Tyr_Ser-Thr,1
P11802,Pkinase,1
P12814,CH,2
P12814,EFhand_Ca_insen,1
P12814,Spectrin,4
P12931,PK_Tyr_Ser-Thr,1
P12931,Pkinase,1
P12931,SH2,1
P12931,SH3_1,1
P12931,SH3_2,1
P12931,SH3_9,1
P13051,UDG,1
P13667,Calsequestrin,1
P13667,Thioredoxin,3
P13667,Thioredoxin_6,1
P13798,APEH_N,1
P13798,Abhydrolase_1,1
P13798,DLH,1
P13798,Hydrolase_4,1
P13798,Peptidase_S9,1
P15531,NDK,1
P15927,RPA_C,1
P16220,bZIP_1,1
P16220,bZIP_2,1
P16220,pKID,1
P16333,SH2,1
P16333,SH3_1,3
P16333,SH3_2,3
P16333,SH3_9,3
P18031,Y_phosphatase,1
P20073,Annexin,4
P20290,NAC,1
P20336,Arf,1
P20336,Ras,1
P20336,Roc,1
P20618,Proteasome,1
P20810,Calpain_inhib,4
P21127,PK_Tyr_Ser-Thr,1
P21127,Pkinase,1
P21291,LIM,2
P22087,Fibrillarin,1
P22392,NDK,1
P22694,Kinase-like,1
P22694,PK_Tyr_Ser-Thr,1
P22694,Pkinase,1
P24928,RNA_pol_Rpb1_1,1
P24928,RNA_pol_Rpb1_2,1
P24928,RNA_pol_Rpb1_3,1
P24928,RNA_pol_Rpb1_4,1
P24928,RNA_pol_Rpb1_5,1
P24928,RNA_pol_Rpb1_6,1
P24928,RNA_pol_Rpb1_7,1
P24928,RNA_pol_Rpb1_R,42
P25786,Proteasome,1
P25786,Proteasome_A_N,1
P26196,DEAD,1
P26196,Helicase_C,1
P27694,REPA_OB_2,1
P27694,Rep-A_N,1
P27694,Rep_fac-A_C,1
P27694,tRNA_anti-codon,1
P27797,Calreticulin,2
P28062,Proteasome,1
P28065,Proteasome,1
P28072,Proteasome,1
P28370,DEAD,1
P28370,HAND,1
P28370,Helicase_C,1
P28370,ResIII,1
P28370,SLIDE,1
P28370,SNF2-rel_dom,1
P29558,RRM_1,2
P31431,Syndecan,1
P32969,Ribosomal_L6,2
P33316,dUTPase,1
P33897,ABC_membrane_2,1
P33897,ABC_tran,1
P33991,AAA_5,1
P33991,MCM,1
P33991,MCM_N,1
P33991,MCM_OB,1
P33991,MCM_lid,1
P33991,Mg_chelatase,1
P35080,Profilin,1
P35244,Rep_fac-A_3,1
P35520,CBS,1
P35520,PALP,1
P35579,Myosin_N,1
P35579,Myosin_head,1
P35579,Myosin_tail_1,1
P35754,GST_N_3,1
P35754,Glutaredoxin,1
P36873,Metallophos,1
P36873,STPPase_N,1
P37840,Synuclein,1
P38935,AAA_11,1
P38935,AAA_12,1
P38935,AAA_19,1
P38935,AAA_30,1
P38935,R3H,1
P38935,ResIII,1
P38935,zf-AN1,1
P38936,CDI,1
P39023,Ribosomal_L3,1
P39687,LRR_4,2
P39687,LRR_6,1
P39687,LRR_8,1
P39687,LRR_9,1
P40306,Pr_beta_C,1
P40306,Proteasome,1
P40692,DNA_mis_repair,1
P40692,HATPase_c,1
P40692,HATPase_c_3,1
P40692,Mlh1_C,1
P40926,Ldh_1_C,1
P40926,Ldh_1_N,1
P42166,LAP2alpha,1
P42166,LEM,1
P42166,Thymopoietin,1
P42356,PI3Ka,1
P42356,PI3_PI4_kinase,2
P42356,PI4K_N,1
P42694,AAA_11,2
P42694,AAA_12,1
P42694,AAA_19,1
P42694,AAA_30,1
P42694,zf-CCCH,1
P42766,Ribosomal_L29,1
P42858,DUF3652,1
P46013,FHA,1
P46013,KI67R,16
P46013,PP1_bind,1
P46060,LRR_6,4
P46060,RanGAP1_C,1
P46108,SH2,1
P46108,SH3_1,1
P46108,SH3_2,2
P46108,SH3_9,1
P46109,SH2,1
P46109,SH3_1,1
P46109,SH3_2,2
P46109,SH3_9,1
P46527,CDI,1
P46778,Ribosomal_L21e,1
P47756,F_actin_cap_B,1
P49207,Ribosomal_L34e,1
P49459,UQ_con,1
P49720,Proteasome,1
P49721,Proteasome,1
P49756,PWI,1
P49756,RRM_1,1
P49761,PK_Tyr_Ser-Thr,1
P49761,Pkinase,1
P49790,Nup153,1
P49790,Nup_retrotrp_bd,1
P49790,zf-RanBP,4
P49792,IR1-M,2
P49792,Pro_isomerase,1
P49792,Ran_BP1,4
P49792,zf-RanBP,8
P49821,Complex1_51K,1
P49821,NADH_4Fe-4S,1
P49821,SLBB,1
