UniProt,PFAM,Count
A0A087WTA5,IF-2B,1
A0A087X2D5,Tim44,1
A0A1W2PRV5,SMN,1
A9UHW6,MIF4G,1
B4DHE8,RRM_1,2
B7Z6D5,DEAD,1
B7Z6D5,Helicase_C,1
B7Z6D5,ResIII,1
B9A044,IF4E,1
D6RAN8,Ribosomal_L27,1
E9PKP7,HMG_box,3
E9PKP7,HMG_box_2,2
E9PKP7,HMG_box_5,1
F8W7C6,Ribosomal_L16,1
H0Y390,EF-hand_5,1
H0Y390,EF-hand_7,1
H0Y390,EF-hand_8,1
H0Y390,GAS2,1
H0Y390,SH3_10,1
H0Y390,Spectrin,18
H0Y390,Spectrin_like,1
H0YH87,LsmAD,1
H0YH87,PAM2,1
H0YH87,SM-ATX,1
I3L0H8,DEAD,1
I3L0H8,Helicase_C,1
O00159,IQ,2
O00159,Myosin_TH1,1
O00159,Myosin_head,1
O00299,GST_C,1
O00299,GST_C_2,1
O00299,GST_N_2,1
O00299,GST_N_3,1
O00327,HLH,1
O00327,PAS,2
O00327,PAS_11,1
O00327,PAS_3,1
O00327,PAS_9,2
O00411,RNA_pol,1
O00411,RPOL_N,1
O00418,Alpha_kinase,1
O00418,Sel1,3
O00422,SAP18,1
O00425,KH_1,4
O00425,RRM_1,2
O00541,BRCT_2,1
O00541,Pescadillo_N,1
O00571,DEAD,1
O00571,Helicase_C,1
O00762,UQ_con,1
O14646,CDH1_2_SANT_HL1,1
O14646,Chromo,2
O14646,DUF4208,1
O14646,Helicase_C,1
O14646,ResIII,1
O14646,SNF2-rel_dom,1
O14678,ABC_membrane_2,1
O14678,ABC_tran,1
O14727,APAF1_C,1
O14727,CARD,1
O14727,CARD_2,1
O14727,NB-ARC,1
O14727,WD40,9
O14907,PDZ,1
O14907,PDZ_2,1
O14907,PDZ_6,1
O14907,Peptidase_M50,1
O14908,PDZ,1
O14909,MAGUK_N_PEST,1
O14909,PDZ,2
O14909,PDZ_6,1
O14933,UQ_con,1
O14979,RRM_1,2
O14979,RRM_7,1
O14983,Cation_ATPase,1
O14983,Cation_ATPase_C,1
O14983,Cation_ATPase_N,1
O14983,E1-E2_ATPase,1
O14983,Hydrolase,1
O14983,Hydrolase_3,1
O15042,CID,1
O15042,RRM_1,1
O15042,Surp,1
O15042,cwf21,1
O15069,HYPK_UBA,1
O15069,NAC,1
O15169,AXIN1_TNKS_BD,1
O15169,Axin_b-cat_bind,1
O15169,DIX,1
O15169,RGS,1
