UniProt,PFAM,Count
A0A024R0Q7,Metallophos,1
A0A024R0Q7,PPP5,1
A0A024R0Q7,TPR_1,1
A0A024R0Q7,TPR_11,1
A0A024R0Q7,TPR_16,1
A0A024R0Q7,TPR_2,1
A0A024R0Q7,TPR_8,1
A0A024R462,fn1,11
A0A024R462,fn2,2
A0A024R462,fn3,16
A0A024RA28,HnRNPA1,1
A0A024RA28,RRM_1,1
A0A087WYT3,CS,1
A0A087X2G1,DEAD,1
A0A087X2G1,Helicase_C,1
A0A087X2G1,SPRY,1
A0A0C4DG17,40S_SA_C,1
A0A0C4DG17,Ribosomal_S2,2
A0A0S2Z491,NPM1-C,1
A0A0S2Z491,Nucleoplasmin,1
A8K5I0,HSP70,1
A8K5I0,MreB_Mbl,1
B5BU61,Hist_deacetyl,1
B5BUE6,DEAD,1
B5BUE6,Helicase_C,1
B5BUE6,P68HR,2
B9A044,IF4E,1
E7ENZ3,Cpn60_TCP1,1
H0YKE2,MH2,1
H0YM90,I-set,2
H0YM90,Ig_2,1
H0YM90,Ig_3,1
H0YM90,LRRCT_2,1
H0YM90,LRRNT,1
H0YM90,LRR_8,1
H0YM90,PK_Tyr_Ser-Thr,1
H0YM90,Pkinase,1
H0YM90,ig,1
H3BU45,Telomere_reg-2,2
O00159,IQ,2
O00159,Myosin_TH1,1
O00159,Myosin_head,1
O00257,CBX7_C,1
O00257,Chromo,1
O00410,HEAT,2
O00410,HEAT_2,1
O00410,HEAT_EZ,1
O00410,Importin_rep_4,1
O00410,Importin_rep_5,1
O00410,Importin_rep_6,1
O00410,Vac14_Fab1_bd,1
O00459,PI3K_P85_iSH2,1
O00459,RhoGAP,1
O00459,SH2,2
O00499,BAR,1
O00499,SH3_1,1
O00499,SH3_2,1
O00499,SH3_9,1
O00560,PDZ,2
O00560,PDZ_2,1
O00560,PDZ_6,1
O00560,Peptidase_M50,1
O00567,NOP5NT,1
O00567,Nop,1
O00571,DEAD,1
O00571,Helicase_C,1
O14656,Torsin,1
O14727,APAF1_C,1
O14727,CARD,1
O14727,CARD_2,1
O14727,NB-ARC,1
O14727,WD40,9
O14733,ABC1,1
O14733,Kinase-like,1
O14733,PK_Tyr_Ser-Thr,1
O14733,Pkinase,1
O14744,PRMT5,1
O14744,PRMT5_C,1
O14744,PRMT5_TIM,1
O14965,PK_Tyr_Ser-Thr,1
O14965,Pkinase,1
O14980,CRM1_C,1
O14980,CRM1_repeat,1
O14980,CRM1_repeat_2,1
O14980,CRM1_repeat_3,1
O14980,IBN_N,1
O14980,Xpo1,1
O15169,AXIN1_TNKS_BD,1
O15169,Axin_b-cat_bind,1
O15169,DIX,1
O15169,RGS,1
O15354,7tm_1,1
O15392,BIR,1
O15498,Longin,1
O15498,Synaptobrevin,1
O43353,CARD,1
