Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
zf-C2H2	PF00096.29	CL0361	306	328	306	328	1	23	24.11	3.6e-05	1.8e-08	Zinc finger, C2H2 type
zf-C2H2	PF00096.29	CL0361	390	412	390	412	1	23	26.28	7.3e-06	3.7e-09	Zinc finger, C2H2 type
zf-C2H2	PF00096.29	CL0361	418	440	418	440	1	23	22.11	0.00015	7.8e-08	Zinc finger, C2H2 type
zf-C2H2	PF00096.29	CL0361	446	468	446	468	1	23	21.35	0.00027	1.4e-07	Zinc finger, C2H2 type
zf-C2H2	PF00096.29	CL0361	474	496	475	496	2	23	25.67	1.1e-05	5.8e-09	Zinc finger, C2H2 type
zf-C2H2	PF00096.29	CL0361	530	552	531	552	2	23	21.45	0.00025	1.3e-07	Zinc finger, C2H2 type
zf-C2H2	PF00096.29	CL0361	558	580	558	580	1	23	23.75	4.7e-05	2.4e-08	Zinc finger, C2H2 type
zf-C2H2	PF00096.29	CL0361	586	608	586	608	1	23	17.20	0.0056	2.8e-06	Zinc finger, C2H2 type
zf-C2H2	PF00096.29	CL0361	614	637	614	637	1	23	19.90	0.00078	3.9e-07	Zinc finger, C2H2 type
zf-C2H2_4	PF13894.9	CL0361	418	441	418	440	1	23	21.56	0.00029	1.5e-07	C2H2-type zinc finger
zf-C2H2_4	PF13894.9	CL0361	474	497	475	496	2	23	20.21	0.00077	3.9e-07	C2H2-type zinc finger
BTB	PF00651.34	CL0033	14	113	14	110	1	105	97.78	4.6e-28	2.4e-31	BTB/POZ domain
zf-C2H2_11	PF16622.8	CL0361	472	496	474	495	5	26	23.78	3.1e-05	1.6e-08	zinc-finger C2H2-type
zf-C2H2_6	PF13912.9	CL0361	614	640	614	638	2	26	15.18	0.018	9.1e-06	C2H2-type zinc finger
