Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
Clathrin	PF00637.23	CL0020	537	679	542	678	6	142	88.02	5.5e-25	1.4e-28	Region in Clathrin and VPS
Clathrin	PF00637.23	CL0020	686	827	688	826	3	142	86.63	1.5e-24	3.8e-28	Region in Clathrin and VPS
Clathrin	PF00637.23	CL0020	834	971	842	968	10	140	91.38	5.1e-26	1.3e-29	Region in Clathrin and VPS
Clathrin	PF00637.23	CL0020	979	1123	980	1119	2	139	114.94	2.8e-33	7.0e-37	Region in Clathrin and VPS
Clathrin	PF00637.23	CL0020	1128	1268	1129	1267	2	142	107.62	5.0e-31	1.3e-34	Region in Clathrin and VPS
Clathrin	PF00637.23	CL0020	1274	1419	1276	1417	3	141	106.94	8.1e-31	2.1e-34	Region in Clathrin and VPS
Clathrin	PF00637.23	CL0020	1423	1565	1424	1565	2	143	105.78	1.8e-30	4.7e-34	Region in Clathrin and VPS
Clathrin_propel	PF01394.23	CL0020	19	56	19	56	1	37	28.34	1.5e-06	3.8e-10	Clathrin propeller repeat
Clathrin_propel	PF01394.23	CL0020	148	187	148	187	1	37	33.20	4.3e-08	1.1e-11	Clathrin propeller repeat
Clathrin_propel	PF01394.23	CL0020	198	234	198	234	1	37	33.52	3.4e-08	8.7e-12	Clathrin propeller repeat
Clathrin_propel	PF01394.23	CL0020	253	288	256	288	5	37	23.27	6.0e-05	1.5e-08	Clathrin propeller repeat
Clathrin_propel	PF01394.23	CL0020	296	330	296	330	1	37	27.69	2.4e-06	6.1e-10	Clathrin propeller repeat
Clathrin_H_link	PF13838.9	CL0020	356	421	356	421	1	66	107.70	2.3e-31	5.9e-35	Clathrin-H-link
Clathrin-link	PF09268.13	CL0020	331	354	331	354	1	24	51.72	4.0e-14	1.0e-17	Clathrin, heavy-chain linker
