Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
zf-C2H2	PF00096.29	CL0361	262	283	263	283	3	23	19.83	0.00082	4.6e-07	Zinc finger, C2H2 type
zf-C2H2	PF00096.29	CL0361	289	311	289	311	1	23	29.06	9.6e-07	5.4e-10	Zinc finger, C2H2 type
zf-C2H2	PF00096.29	CL0361	317	339	317	339	1	23	28.08	2.0e-06	1.1e-09	Zinc finger, C2H2 type
zf-C2H2	PF00096.29	CL0361	345	367	345	367	1	23	27.72	2.5e-06	1.4e-09	Zinc finger, C2H2 type
zf-C2H2	PF00096.29	CL0361	373	395	373	395	1	23	24.88	2.0e-05	1.1e-08	Zinc finger, C2H2 type
zf-C2H2	PF00096.29	CL0361	401	423	401	423	1	23	20.81	0.0004	2.2e-07	Zinc finger, C2H2 type
zf-C2H2	PF00096.29	CL0361	429	451	429	451	1	23	21.55	0.00023	1.3e-07	Zinc finger, C2H2 type
zf-C2H2	PF00096.29	CL0361	457	479	457	479	1	23	30.40	3.6e-07	2.0e-10	Zinc finger, C2H2 type
zf-C2H2	PF00096.29	CL0361	485	507	485	507	1	23	19.94	0.00076	4.2e-07	Zinc finger, C2H2 type
zf-C2H2	PF00096.29	CL0361	513	535	513	535	1	23	32.97	5.5e-08	3.1e-11	Zinc finger, C2H2 type
zf-C2H2_4	PF13894.9	CL0361	289	312	289	311	1	23	20.26	0.00074	4.2e-07	C2H2-type zinc finger
zf-C2H2_4	PF13894.9	CL0361	317	340	317	339	1	23	21.68	0.00026	1.5e-07	C2H2-type zinc finger
zf-C2H2_4	PF13894.9	CL0361	345	368	345	367	1	23	22.79	0.00011	6.4e-08	C2H2-type zinc finger
zf-C2H2_4	PF13894.9	CL0361	457	480	457	479	1	23	20.54	0.00061	3.4e-07	C2H2-type zinc finger
zf-C2H2_4	PF13894.9	CL0361	513	536	513	535	1	23	21.22	0.00037	2.0e-07	C2H2-type zinc finger
zf-C2H2_6	PF13912.9	CL0361	289	314	289	311	2	24	14.82	0.023	1.3e-05	C2H2-type zinc finger
RNA_pol_Rpb1_R	PF05001.16	-	60	72	60	72	2	14	10.69	0.6	0.00034	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	74	86	74	86	2	14	9.84	1.1	0.00063	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	117	128	118	128	4	14	12.05	0.22	0.00013	RNA polymerase Rpb1 C-terminal repeat
RNA_pol_Rpb1_R	PF05001.16	-	130	142	130	142	2	14	14.22	0.046	2.6e-05	RNA polymerase Rpb1 C-terminal repeat
zf-met	PF12874.10	CL0361	457	480	457	479	1	23	18.14	0.0027	1.5e-06	Zinc-finger of C2H2 type
