Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
NHL	PF01436.24	CL0186	486	513	486	513	1	28	28.18	1.4e-06	5.6e-10	NHL repeat
NHL	PF01436.24	CL0186	533	560	533	560	1	28	28.54	1.1e-06	4.3e-10	NHL repeat
NHL	PF01436.24	CL0186	575	602	576	602	2	28	23.94	3.0e-05	1.2e-08	NHL repeat
NHL	PF01436.24	CL0186	622	649	622	649	1	28	32.57	5.6e-08	2.3e-11	NHL repeat
NHL	PF01436.24	CL0186	669	696	669	696	1	28	38.13	9.6e-10	3.9e-13	NHL repeat
NHL	PF01436.24	CL0186	713	740	713	737	1	25	28.56	1.0e-06	4.2e-10	NHL repeat
Filamin	PF00630.22	CL0159	319	415	321	415	3	103	66.56	3.2e-18	1.3e-21	Filamin/ABP280 repeat
DUF5128	PF17170.7	CL0186	481	570	497	568	53	126	23.52	2.9e-05	1.2e-08	6-bladed beta-propeller
DUF5128	PF17170.7	CL0186	618	725	632	711	53	133	29.66	4.0e-07	1.6e-10	6-bladed beta-propeller
zf-B_box	PF00643.27	-	111	151	114	150	5	41	41.37	1.3e-10	5.3e-14	B-box zinc finger
zf-RING_UBOX	PF13445.9	CL0229	22	60	22	60	1	40	34.23	2.0e-08	8.3e-12	RING-type zinc-finger
zf-C3HC4	PF00097.28	CL0229	22	62	22	62	1	41	28.54	1.1e-06	4.4e-10	Zinc finger, C3HC4 type (RING finger)
