Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
CHDCT2	PF08074.14	-	1725	1871	1726	1871	2	146	255.15	2.0e-76	9.0e-80	CHDCT2 (NUC038) domain
SNF2-rel_dom	PF00176.26	CL0023	728	1025	744	1024	46	317	207.08	3.2e-61	1.5e-64	SNF2-related domain
CHDII_SANT-like	PF06461.14	-	1380	1521	1383	1520	4	137	205.05	3.9e-61	1.8e-64	CHD subfamily II, SANT-like domain
DUF1087	PF06465.16	-	1292	1352	1294	1352	3	65	89.79	9.5e-26	4.3e-29	CHD subfamily II, DUF1087
CHDNT	PF08073.15	CL0114	164	217	164	217	1	54	84.06	5.0e-24	2.3e-27	CHDNT (NUC034) domain
Helicase_C	PF00271.34	CL0023	1050	1164	1051	1164	2	111	78.49	4.9e-22	2.3e-25	Helicase conserved C-terminal domain
PHD	PF00628.32	CL0390	372	417	372	416	1	51	41.00	1.4e-10	6.5e-14	PHD-finger
PHD	PF00628.32	CL0390	451	496	451	495	1	51	40.59	1.9e-10	8.7e-14	PHD-finger
Chromo	PF00385.27	CL0049	622	674	623	673	2	53	45.82	4.5e-12	2.0e-15	Chromo (CHRromatin Organisation MOdifier) domain
ResIII	PF04851.18	CL0023	724	906	726	904	4	169	38.15	1.6e-09	7.2e-13	Type III restriction enzyme, res subunit
