Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
EGF_CA	PF07645.18	CL0001	216	260	216	260	1	42	40.81	2.0e-10	4.1e-14	Calcium-binding EGF domain
EGF_CA	PF07645.18	CL0001	262	306	262	303	1	39	39.34	5.8e-10	1.2e-13	Calcium-binding EGF domain
EGF_CA	PF07645.18	CL0001	308	354	308	354	1	42	39.61	4.8e-10	9.7e-14	Calcium-binding EGF domain
EGF_CA	PF07645.18	CL0001	356	397	356	389	1	34	37.99	1.5e-09	3.1e-13	Calcium-binding EGF domain
EGF_CA	PF07645.18	CL0001	399	439	399	439	1	42	29.43	7.2e-07	1.5e-10	Calcium-binding EGF domain
EGF_CA	PF07645.18	CL0001	441	479	441	478	1	41	27.34	3.3e-06	6.6e-10	Calcium-binding EGF domain
EGF_CA	PF07645.18	CL0001	481	523	481	523	1	42	32.83	6.3e-08	1.3e-11	Calcium-binding EGF domain
EGF_CA	PF07645.18	CL0001	525	577	525	564	1	35	40.81	2.0e-10	4.1e-14	Calcium-binding EGF domain
cEGF	PF12662.10	CL0001	197	219	199	219	4	24	28.62	1.0e-06	2.1e-10	Complement Clr-like EGF-like
cEGF	PF12662.10	CL0001	331	359	331	359	1	24	27.45	2.4e-06	4.9e-10	Complement Clr-like EGF-like
cEGF	PF12662.10	CL0001	421	444	421	444	1	24	36.50	3.6e-09	7.3e-13	Complement Clr-like EGF-like
cEGF	PF12662.10	CL0001	460	484	460	484	1	24	34.44	1.6e-08	3.2e-12	Complement Clr-like EGF-like
cEGF	PF12662.10	CL0001	504	528	504	528	1	24	42.05	6.6e-11	1.3e-14	Complement Clr-like EGF-like
