Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
ubiquitin	PF00240.26	CL0072	3	74	3	74	1	72	114.80	1.2e-33	6.7e-37	Ubiquitin family
ubiquitin	PF00240.26	CL0072	79	150	79	150	1	72	114.80	1.2e-33	6.7e-37	Ubiquitin family
ubiquitin	PF00240.26	CL0072	155	226	155	226	1	72	114.80	1.2e-33	6.7e-37	Ubiquitin family
Rad60-SLD	PF11976.11	CL0072	1	71	1	71	1	72	59.57	2.2e-16	1.2e-19	Ubiquitin-2 like Rad60 SUMO-like
Rad60-SLD	PF11976.11	CL0072	77	147	77	147	1	72	59.57	2.2e-16	1.2e-19	Ubiquitin-2 like Rad60 SUMO-like
Rad60-SLD	PF11976.11	CL0072	153	223	153	223	1	72	59.57	2.2e-16	1.2e-19	Ubiquitin-2 like Rad60 SUMO-like
Ubiquitin_2	PF14560.9	CL0072	2	70	11	69	14	80	22.15	0.00017	9.4e-08	Ubiquitin-like domain
Ubiquitin_2	PF14560.9	CL0072	77	146	87	145	14	80	22.29	0.00015	8.5e-08	Ubiquitin-like domain
Ubiquitin_2	PF14560.9	CL0072	153	222	163	221	14	80	22.29	0.00015	8.5e-08	Ubiquitin-like domain
Rad60-SLD_2	PF13881.9	CL0072	2	75	10	71	12	87	13.73	0.054	3.0e-05	Ubiquitin-2 like Rad60 SUMO-like
Rad60-SLD_2	PF13881.9	CL0072	76	151	86	147	12	87	13.92	0.047	2.6e-05	Ubiquitin-2 like Rad60 SUMO-like
Rad60-SLD_2	PF13881.9	CL0072	152	226	162	223	12	87	13.86	0.049	2.8e-05	Ubiquitin-2 like Rad60 SUMO-like
