Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
NACHT	PF05729.15	CL0023	211	381	211	381	1	166	183.86	2.4e-54	8.4e-58	NACHT domain
NLRC4_HD2	PF17776.4	-	514	628	514	628	1	126	95.82	3.1e-27	1.1e-30	NLRC4 helical domain HD2
PYRIN	PF02758.19	CL0041	12	87	13	87	2	75	83.04	1.3e-23	4.6e-27	PAAD/DAPIN/Pyrin domain
LRR_6	PF13516.9	CL0022	768	791	769	791	2	24	9.35	1.4	0.00049	Leucine Rich repeat
LRR_6	PF13516.9	CL0022	825	848	825	848	1	24	17.68	0.0029	1.0e-06	Leucine Rich repeat
LRR_6	PF13516.9	CL0022	882	905	883	905	2	24	19.93	0.00055	2.0e-07	Leucine Rich repeat
LRR_6	PF13516.9	CL0022	939	962	940	958	2	20	18.08	0.0022	7.8e-07	Leucine Rich repeat
LRR_6	PF13516.9	CL0022	997	1019	997	1019	2	24	15.71	0.013	4.5e-06	Leucine Rich repeat
NOD2_WH	PF17779.4	CL0123	459	512	459	512	4	57	70.75	9.5e-20	3.4e-23	NOD2 winged helix domain
FISNA	PF14484.9	-	129	201	129	201	1	72	50.45	1.9e-13	6.9e-17	Fish-specific NACHT associated domain
