Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
EF-hand_1	PF00036.35	CL0220	12	40	12	40	1	29	37.22	1.1e-09	5.2e-13	EF hand
EF-hand_1	PF00036.35	CL0220	48	76	48	75	1	28	34.13	1.1e-08	5.0e-12	EF hand
EF-hand_1	PF00036.35	CL0220	85	113	85	112	1	28	38.32	5.0e-10	2.3e-13	EF hand
EF-hand_1	PF00036.35	CL0220	121	149	121	148	1	28	38.71	3.8e-10	1.7e-13	EF hand
EF-hand_7	PF13499.9	CL0220	10	74	12	73	3	70	58.01	1.0e-15	4.8e-19	EF-hand domain pair
EF-hand_7	PF13499.9	CL0220	83	147	83	147	1	71	70.40	1.4e-19	6.5e-23	EF-hand domain pair
EF-hand_8	PF13833.9	CL0220	24	76	25	75	2	53	43.87	1.7e-11	7.7e-15	EF-hand domain pair
EF-hand_8	PF13833.9	CL0220	75	106	82	105	23	46	20.72	0.00028	1.3e-07	EF-hand domain pair
EF-hand_8	PF13833.9	CL0220	101	149	101	147	5	52	52.70	2.9e-14	1.3e-17	EF-hand domain pair
EF-hand_6	PF13405.9	CL0220	12	41	12	41	1	31	34.60	9.0e-09	4.1e-12	EF-hand domain
EF-hand_6	PF13405.9	CL0220	85	114	85	114	1	31	35.22	5.7e-09	2.6e-12	EF-hand domain
EF-hand_5	PF13202.9	CL0220	13	37	14	37	2	25	27.06	2.1e-06	9.8e-10	EF hand
EF-hand_5	PF13202.9	CL0220	49	73	49	73	1	25	22.78	4.8e-05	2.2e-08	EF hand
EF-hand_5	PF13202.9	CL0220	86	110	86	110	1	25	27.52	1.5e-06	7.0e-10	EF hand
EF-hand_5	PF13202.9	CL0220	122	146	124	146	3	25	19.70	0.00045	2.1e-07	EF hand
EF-hand_9	PF14658.9	CL0220	14	77	16	75	3	64	38.84	9.6e-10	4.4e-13	EF-hand domain
EF-hand_4	PF12763.10	CL0220	77	148	84	146	7	69	23.09	5.9e-05	2.7e-08	Cytoskeletal-regulatory complex EF hand
