Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
Ank	PF00023.33	CL0465	111	142	112	141	3	32	19.94	0.00076	1.9e-07	Ankyrin repeat
Ank	PF00023.33	CL0465	143	175	144	157	2	15	15.42	0.02	5.2e-06	Ankyrin repeat
Ank	PF00023.33	CL0465	182	213	182	212	1	31	26.94	4.7e-06	1.2e-09	Ankyrin repeat
Ank	PF00023.33	CL0465	216	248	216	247	1	32	30.16	4.5e-07	1.1e-10	Ankyrin repeat
Ank_2	PF12796.10	CL0465	36	141	61	141	23	83	29.15	1.2e-06	3.0e-10	Ankyrin repeats (3 copies)
Ank_2	PF12796.10	CL0465	130	213	130	212	16	82	46.77	3.7e-12	9.4e-16	Ankyrin repeats (3 copies)
Ank_3	PF13606.9	CL0465	110	139	111	137	2	29	18.29	0.0025	6.3e-07	Ankyrin repeat
Ank_3	PF13606.9	CL0465	182	211	182	211	1	31	17.93	0.0033	8.3e-07	Ankyrin repeat
Ank_3	PF13606.9	CL0465	216	245	216	244	1	30	26.90	3.9e-06	1.0e-09	Ankyrin repeat
Ank_5	PF13857.9	CL0465	102	157	108	151	9	56	38.80	8.6e-10	2.2e-13	Ankyrin repeats (many copies)
Ank_5	PF13857.9	CL0465	173	224	179	224	12	56	30.60	3.2e-07	8.2e-11	Ankyrin repeats (many copies)
Ank_4	PF13637.9	CL0465	183	237	184	237	2	55	37.33	3.1e-09	7.8e-13	Ankyrin repeats (many copies)
