Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
TPR_12	PF13424.9	CL0020	196	272	198	272	3	77	61.80	6.2e-17	4.4e-20	Tetratricopeptide repeat
TPR_12	PF13424.9	CL0020	261	314	262	314	25	77	48.87	6.7e-13	4.8e-16	Tetratricopeptide repeat
TPR_12	PF13424.9	CL0020	280	356	281	354	2	75	63.25	2.2e-17	1.5e-20	Tetratricopeptide repeat
TPR_12	PF13424.9	CL0020	322	397	327	395	6	74	58.62	6.0e-16	4.3e-19	Tetratricopeptide repeat
TPR_10	PF13374.9	CL0020	197	238	198	238	2	42	31.38	1.3e-07	9.2e-11	Tetratricopeptide repeat
TPR_10	PF13374.9	CL0020	239	280	239	279	1	41	42.52	4.0e-11	2.9e-14	Tetratricopeptide repeat
TPR_10	PF13374.9	CL0020	281	322	281	322	1	42	52.58	2.8e-14	2.0e-17	Tetratricopeptide repeat
TPR_10	PF13374.9	CL0020	323	364	324	363	2	41	23.32	4.4e-05	3.1e-08	Tetratricopeptide repeat
TPR_10	PF13374.9	CL0020	365	408	365	402	1	37	23.36	4.3e-05	3.0e-08	Tetratricopeptide repeat
TPR_7	PF13176.9	CL0020	284	318	284	316	1	33	26.14	5.6e-06	4.0e-09	Tetratricopeptide repeat
TPR_7	PF13176.9	CL0020	370	403	370	398	3	30	22.21	0.0001	7.1e-08	Tetratricopeptide repeat
TPR_1	PF00515.31	CL0020	282	315	282	313	1	32	31.27	1.3e-07	9.1e-11	Tetratricopeptide repeat
TPR_16	PF13432.9	CL0020	203	273	208	268	7	62	18.69	0.0021	1.5e-06	Tetratricopeptide repeat
TPR_16	PF13432.9	CL0020	246	314	246	311	3	63	20.32	0.00066	4.7e-07	Tetratricopeptide repeat
TPR_16	PF13432.9	CL0020	347	399	347	395	13	63	19.68	0.001	7.4e-07	Tetratricopeptide repeat
TPR_MalT	PF17874.4	CL0020	192	408	201	400	83	274	47.75	1.4e-12	1.0e-15	MalT-like TPR region
TPR_8	PF13181.9	CL0020	282	315	284	314	3	33	17.59	0.0034	2.4e-06	Tetratricopeptide repeat
TPR_8	PF13181.9	CL0020	366	396	367	394	2	29	13.12	0.092	6.6e-05	Tetratricopeptide repeat
SNAP	PF14938.9	CL0020	228	406	247	399	42	188	26.32	4.9e-06	3.5e-09	Soluble NSF attachment protein, SNAP
