Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
Ldl_recept_a	PF00057.21	-	26	62	27	62	2	37	37.29	2.5e-09	1.0e-12	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	65	103	66	103	2	37	41.22	1.5e-10	6.1e-14	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	106	142	106	142	1	37	35.35	1.0e-08	4.2e-12	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	181	217	183	217	3	37	45.13	9.1e-12	3.7e-15	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	220	256	221	256	2	37	38.87	8.2e-10	3.3e-13	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	264	301	265	300	2	36	25.03	1.7e-05	7.0e-09	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	1024	1060	1025	1060	2	37	37.80	1.8e-09	7.2e-13	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	1065	1101	1065	1101	1	37	46.20	4.2e-12	1.7e-15	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	1107	1143	1108	1143	2	37	36.62	4.1e-09	1.7e-12	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	1147	1183	1148	1183	2	37	44.17	1.8e-11	7.3e-15	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	1185	1222	1186	1222	2	37	31.57	1.6e-07	6.4e-11	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	1228	1266	1230	1266	3	37	35.12	1.2e-08	5.0e-12	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	1269	1305	1269	1305	1	37	43.45	3.0e-11	1.2e-14	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	2698	2736	2699	2733	2	35	38.46	1.1e-09	4.5e-13	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	2739	2775	2740	2775	2	37	45.01	9.9e-12	4.0e-15	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	2778	2817	2779	2817	2	37	26.94	4.4e-06	1.8e-09	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	2820	2859	2820	2855	1	35	35.79	7.5e-09	3.0e-12	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	2862	2899	2863	2899	2	37	46.68	3.0e-12	1.2e-15	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	2904	2943	2904	2943	1	37	42.56	5.7e-11	2.3e-14	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	2946	2988	2947	2988	2	37	32.11	1.1e-07	4.3e-11	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	2991	3027	2991	3027	1	37	42.21	7.4e-11	3.0e-14	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	3030	3068	3030	3063	1	34	44.06	1.9e-11	7.9e-15	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	3073	3109	3074	3109	2	37	41.43	1.3e-10	5.3e-14	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	3510	3548	3512	3548	3	37	40.83	2.0e-10	8.1e-14	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	3551	3589	3553	3585	3	35	26.12	7.9e-06	3.2e-09	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	3592	3630	3593	3630	2	37	33.13	5.1e-08	2.1e-11	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	3633	3671	3633	3671	1	37	45.51	6.9e-12	2.8e-15	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	3676	3714	3678	3714	3	37	30.68	3.0e-07	1.2e-10	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	3717	3754	3718	3754	2	37	43.56	2.8e-11	1.1e-14	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	3757	3793	3758	3793	2	37	37.08	3.0e-09	1.2e-12	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	3796	3832	3796	3832	1	37	42.52	5.9e-11	2.4e-14	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	3840	3878	3842	3874	3	35	40.77	2.1e-10	8.5e-14	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	3881	3920	3883	3920	3	37	29.46	7.1e-07	2.9e-10	Low-density lipoprotein receptor domain class A
Ldl_recept_a	PF00057.21	-	3926	3962	3927	3962	2	37	36.01	6.4e-09	2.6e-12	Low-density lipoprotein receptor domain class A
Ldl_recept_b	PF00058.20	CL0186	479	519	484	519	6	42	27.90	2.7e-06	1.1e-09	Low-density lipoprotein receptor repeat class B
Ldl_recept_b	PF00058.20	CL0186	522	566	522	565	1	41	23.68	5.5e-05	2.2e-08	Low-density lipoprotein receptor repeat class B
Ldl_recept_b	PF00058.20	CL0186	838	879	838	879	1	42	31.33	2.2e-07	9.1e-11	Low-density lipoprotein receptor repeat class B
Ldl_recept_b	PF00058.20	CL0186	1521	1561	1521	1561	1	42	42.64	6.6e-11	2.7e-14	Low-density lipoprotein receptor repeat class B
Ldl_recept_b	PF00058.20	CL0186	1566	1607	1567	1607	2	42	34.46	2.4e-08	9.6e-12	Low-density lipoprotein receptor repeat class B
Ldl_recept_b	PF00058.20	CL0186	1883	1928	1883	1928	1	42	39.83	5.0e-10	2.0e-13	Low-density lipoprotein receptor repeat class B
Ldl_recept_b	PF00058.20	CL0186	2202	2243	2202	2242	1	41	23.64	5.7e-05	2.3e-08	Low-density lipoprotein receptor repeat class B
