Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
Spectrin	PF00435.24	-	949	1061	950	1024	2	75	30.06	5.9e-07	2.7e-10	Spectrin repeat
Spectrin	PF00435.24	-	1066	1176	1067	1175	2	104	42.89	6.0e-11	2.7e-14	Spectrin repeat
Spectrin	PF00435.24	-	1511	1620	1512	1620	2	105	35.50	1.2e-08	5.5e-12	Spectrin repeat
Spectrin	PF00435.24	-	1844	1951	1846	1950	3	104	46.17	5.7e-12	2.6e-15	Spectrin repeat
Spectrin	PF00435.24	-	1954	2058	1955	2058	2	105	30.45	4.5e-07	2.0e-10	Spectrin repeat
Spectrin	PF00435.24	-	2280	2387	2282	2387	4	105	32.22	1.3e-07	5.7e-11	Spectrin repeat
Spectrin	PF00435.24	-	2390	2496	2394	2496	5	105	44.41	2.0e-11	9.3e-15	Spectrin repeat
Spectrin	PF00435.24	-	2499	2605	2501	2603	3	103	35.16	1.5e-08	7.0e-12	Spectrin repeat
Spectrin	PF00435.24	-	2717	2823	2718	2822	2	104	24.60	3.0e-05	1.4e-08	Spectrin repeat
Spectrin	PF00435.24	-	2826	2931	2829	2931	4	105	30.38	4.7e-07	2.2e-10	Spectrin repeat
Spectrin	PF00435.24	-	3050	3156	3051	3156	2	105	38.80	1.1e-09	5.2e-13	Spectrin repeat
Spectrin	PF00435.24	-	3159	3266	3162	3265	4	104	41.02	2.3e-10	1.0e-13	Spectrin repeat
Spectrin	PF00435.24	-	3269	3375	3271	3374	3	104	64.66	1.0e-17	4.6e-21	Spectrin repeat
Spectrin	PF00435.24	-	3378	3485	3379	3485	2	105	28.01	2.6e-06	1.2e-09	Spectrin repeat
Spectrin	PF00435.24	-	3488	3594	3489	3593	2	104	39.10	9.1e-10	4.2e-13	Spectrin repeat
Spectrin	PF00435.24	-	3597	3704	3598	3704	2	105	44.72	1.6e-11	7.4e-15	Spectrin repeat
Spectrin	PF00435.24	-	3709	3812	3711	3812	5	105	50.50	2.6e-13	1.2e-16	Spectrin repeat
Spectrin	PF00435.24	-	3815	3921	3818	3920	4	104	38.00	2.0e-09	9.2e-13	Spectrin repeat
GAS2	PF02187.20	-	4168	4236	4168	4236	1	69	107.27	3.1e-31	1.4e-34	Growth-Arrest-Specific Protein 2 Domain
Spectrin_like	PF18373.4	-	92	169	92	169	1	78	94.98	2.5e-27	1.1e-30	Spectrin like domain
SH3_10	PF17902.4	CL0010	1	57	3	57	11	65	66.59	1.6e-18	7.4e-22	SH3 domain
EF-hand_7	PF13499.9	CL0220	4089	4153	4091	4151	3	69	34.16	2.9e-08	1.3e-11	EF-hand domain pair
EF-hand_8	PF13833.9	CL0220	4103	4153	4103	4151	1	50	31.75	1.0e-07	4.7e-11	EF-hand domain pair
EF-hand_5	PF13202.9	CL0220	4092	4117	4094	4112	3	21	22.47	6.0e-05	2.8e-08	EF hand
