Family id	Family Accession	Clan	Env. Start	Env. End	Ali. Start	Ali. End	Model Start	Model End	Bit Score	Ind. E-value	Cond. E-value	Description
Guanylate_kin	PF00625.24	CL0023	713	891	714	890	2	181	223.52	1.7e-66	8.6e-70	Guanylate kinase
PDZ	PF00595.27	CL0466	224	308	224	307	1	81	71.85	4.7e-20	2.4e-23	PDZ domain
PDZ	PF00595.27	CL0466	319	403	320	402	2	81	72.17	3.8e-20	1.9e-23	PDZ domain
PDZ	PF00595.27	CL0466	466	544	467	542	2	80	69.47	2.6e-19	1.3e-22	PDZ domain
MAGUK_N_PEST	PF10608.12	-	107	223	107	223	1	88	138.58	7.1e-41	3.6e-44	Polyubiquitination (PEST) N-terminal domain of MAGUK
L27_1	PF09058.13	CL0614	6	64	6	63	1	58	99.72	6.2e-29	3.2e-32	L27_1
PDZ_6	PF17820.4	CL0466	254	309	254	309	1	54	30.82	2.2e-07	1.1e-10	PDZ domain
PDZ_6	PF17820.4	CL0466	490	544	495	542	6	51	31.85	1.0e-07	5.2e-11	PDZ domain
PDZ_assoc	PF10600.12	-	404	465	404	465	1	70	86.75	1.4e-24	7.2e-28	PDZ-associated domain of NMDA receptors
SH3_1	PF00018.31	CL0010	587	643	587	643	1	48	32.09	7.0e-08	3.6e-11	SH3 domain
SH3_2	PF07653.20	CL0010	585	648	585	644	1	52	28.40	1.1e-06	5.8e-10	Variant SH3 domain
